lr-Adam,step,training_loss,epoch,val_loss,val_rmse,test_loss,test_rmse,test_var_pit,test_crps,test_ignorance,test_int_score,int_coverage,int_med_width,int_av_width
0.01,819,,,,,,,,,,,,,
,819,-187.77627563476562,3,,,,,,,,,,,
,831,,3,-0.07308976352214813,0.24128805100917816,,,,,,,,,
0.01,839,,,,,,,,,,,,,
,839,90.94249725341797,4,,,,,,,,,,,
0.01,859,,,,,,,,,,,,,
,859,-63.390899658203125,4,,,,,,,,,,,
0.01,879,,,,,,,,,,,,,
,879,-78.98727416992188,4,,,,,,,,,,,
0.01,899,,,,,,,,,,,,,
,899,-68.26119995117188,4,,,,,,,,,,,
0.01,919,,,,,,,,,,,,,
,919,-150.75588989257812,4,,,,,,,,,,,
,935,,4,-0.07943109422922134,0.23855917155742645,,,,,,,,,
0.01,939,,,,,,,,,,,,,
,939,-2.9998645782470703,4,,,,,,,,,,,
0.01,959,,,,,,,,,,,,,
,959,33.331485748291016,4,,,,,,,,,,,
0.01,979,,,,,,,,,,,,,
,979,-106.67552185058594,4,,,,,,,,,,,
0.01,999,,,,,,,,,,,,,
,999,116.61747741699219,4,,,,,,,,,,,
0.01,1019,,,,,,,,,,,,,
,1019,61.79121398925781,4,,,,,,,,,,,
0.01,1039,,,,,,,,,,,,,
,1039,-18.58578109741211,4,,,,,,,,,,,
,1039,,4,-0.08572357892990112,0.23968137800693512,,,,,,,,,
0.001,1059,,,,,,,,,,,,,
,1059,-12.230602264404297,5,,,,,,,,,,,
0.001,1079,,,,,,,,,,,,,
,1079,-189.66921997070312,5,,,,,,,,,,,
0.001,1099,,,,,,,,,,,,,
,1099,-90.61478424072266,5,,,,,,,,,,,
0.001,1119,,,,,,,,,,,,,
,1119,-65.99009704589844,5,,,,,,,,,,,
0.001,1139,,,,,,,,,,,,,
,1139,314.1218566894531,5,,,,,,,,,,,
,1143,,5,-0.09726681560277939,0.2367638349533081,,,,,,,,,
0.001,1159,,,,,,,,,,,,,
,1159,-7.34857177734375,5,,,,,,,,,,,
0.001,1179,,,,,,,,,,,,,
,1179,-215.4587860107422,5,,,,,,,,,,,
0.001,1199,,,,,,,,,,,,,
,1199,59.18029022216797,5,,,,,,,,,,,
0.001,1219,,,,,,,,,,,,,
,1219,30.19781494140625,5,,,,,,,,,,,
0.001,1239,,,,,,,,,,,,,
,1239,-150.55999755859375,5,,,,,,,,,,,
,1247,,5,-0.09894248843193054,0.23707327246665955,,,,,,,,,
0.001,1259,,,,,,,,,,,,,
,1259,-25.722843170166016,6,,,,,,,,,,,
0.001,1279,,,,,,,,,,,,,
,1279,108.37870788574219,6,,,,,,,,,,,
0.001,1299,,,,,,,,,,,,,
,1299,-84.8276138305664,6,,,,,,,,,,,
0.001,1319,,,,,,,,,,,,,
,1319,24.319625854492188,6,,,,,,,,,,,
0.001,1339,,,,,,,,,,,,,
,1339,-118.56208038330078,6,,,,,,,,,,,
,1351,,6,-0.09846647828817368,0.23665523529052734,,,,,,,,,
0.001,1359,,,,,,,,,,,,,
,1359,4.419403076171875,6,,,,,,,,,,,
0.001,1379,,,,,,,,,,,,,
,1379,-6.681890487670898,6,,,,,,,,,,,
0.001,1399,,,,,,,,,,,,,
,1399,-185.96432495117188,6,,,,,,,,,,,
0.001,1419,,,,,,,,,,,,,
,1419,-250.4765625,6,,,,,,,,,,,
0.001,1439,,,,,,,,,,,,,
,1439,-112.68290710449219,6,,,,,,,,,,,
,1455,,6,-0.0983671098947525,0.23688362538814545,,,,,,,,,
0.001,1459,,,,,,,,,,,,,
,1459,-24.146717071533203,7,,,,,,,,,,,
0.001,1479,,,,,,,,,,,,,
,1479,-59.486724853515625,7,,,,,,,,,,,
0.001,1499,,,,,,,,,,,,,
,1499,-74.48089599609375,7,,,,,,,,,,,
0.001,1519,,,,,,,,,,,,,
,1519,-38.075958251953125,7,,,,,,,,,,,
0.001,1539,,,,,,,,,,,,,
,1539,-117.01575469970703,7,,,,,,,,,,,
0.001,1559,,,,,,,,,,,,,
,1559,-48.540225982666016,7,,,,,,,,,,,
,1559,,7,-0.09853936731815338,0.2365516573190689,,,,,,,,,
0.001,1579,,,,,,,,,,,,,
,1579,47.48466491699219,7,,,,,,,,,,,
0.001,1599,,,,,,,,,,,,,
,1599,-102.67127990722656,7,,,,,,,,,,,
0.001,1619,,,,,,,,,,,,,
,1619,-89.72046661376953,7,,,,,,,,,,,
0.001,1639,,,,,,,,,,,,,
,1639,-57.396507263183594,7,,,,,,,,,,,
0.001,1659,,,,,,,,,,,,,
,1659,-166.0508270263672,7,,,,,,,,,,,
,1663,,7,-0.10045081377029419,0.23665329813957214,,,,,,,,,
0.001,1679,,,,,,,,,,,,,
,1679,-195.84054565429688,8,,,,,,,,,,,
0.001,1699,,,,,,,,,,,,,
,1699,-250.88345336914062,8,,,,,,,,,,,
0.001,1719,,,,,,,,,,,,,
,1719,-205.43177795410156,8,,,,,,,,,,,
0.001,1739,,,,,,,,,,,,,
,1739,-132.48178100585938,8,,,,,,,,,,,
0.001,1759,,,,,,,,,,,,,
,1759,-38.33854675292969,8,,,,,,,,,,,
,1767,,8,-0.09973856061697006,0.23644724488258362,,,,,,,,,
0.001,1779,,,,,,,,,,,,,
,1779,293.70159912109375,8,,,,,,,,,,,
0.001,1799,,,,,,,,,,,,,
,1799,-64.46612548828125,8,,,,,,,,,,,
0.001,1819,,,,,,,,,,,,,
,1819,-97.11203002929688,8,,,,,,,,,,,
0.001,1839,,,,,,,,,,,,,
,1839,-88.81922912597656,8,,,,,,,,,,,
0.001,1859,,,,,,,,,,,,,
,1859,-183.91256713867188,8,,,,,,,,,,,
,1871,,8,-0.10131257027387619,0.23667046427726746,,,,,,,,,
0.001,1879,,,,,,,,,,,,,
,1879,24.752971649169922,9,,,,,,,,,,,
0.001,1899,,,,,,,,,,,,,
,1899,-115.29164123535156,9,,,,,,,,,,,
0.001,1919,,,,,,,,,,,,,
,1919,-147.0384979248047,9,,,,,,,,,,,
0.001,1939,,,,,,,,,,,,,
,1939,-87.83750915527344,9,,,,,,,,,,,
0.001,1959,,,,,,,,,,,,,
,1959,-165.52212524414062,9,,,,,,,,,,,
,1975,,9,-0.10003656148910522,0.2365502417087555,,,,,,,,,
0.001,1979,,,,,,,,,,,,,
,1979,-5.302162170410156,9,,,,,,,,,,,
0.001,1999,,,,,,,,,,,,,
,1999,21.432903289794922,9,,,,,,,,,,,
0.001,2019,,,,,,,,,,,,,
,2019,-159.39883422851562,9,,,,,,,,,,,
0.001,2039,,,,,,,,,,,,,
,2039,132.33065795898438,9,,,,,,,,,,,
0.001,2059,,,,,,,,,,,,,
,2059,-16.894054412841797,9,,,,,,,,,,,
0.001,2079,,,,,,,,,,,,,
,2079,-6.8500823974609375,9,,,,,,,,,,,
,2079,,9,-0.10066702961921692,0.236666738986969,,,,,,,,,
0.001,2099,,,,,,,,,,,,,
,2099,-28.729646682739258,10,,,,,,,,,,,
0.001,2119,,,,,,,,,,,,,
,2119,-225.83615112304688,10,,,,,,,,,,,
0.001,2139,,,,,,,,,,,,,
,2139,-106.7985610961914,10,,,,,,,,,,,
0.001,2159,,,,,,,,,,,,,
,2159,-59.21852111816406,10,,,,,,,,,,,
0.001,2179,,,,,,,,,,,,,
,2179,232.68630981445312,10,,,,,,,,,,,
,2183,,10,-0.10019209235906601,0.23618046939373016,,,,,,,,,
0.001,2199,,,,,,,,,,,,,
,2199,-11.4898681640625,10,,,,,,,,,,,
0.001,2219,,,,,,,,,,,,,
,2219,-223.51031494140625,10,,,,,,,,,,,
0.001,2239,,,,,,,,,,,,,
,2239,82.76101684570312,10,,,,,,,,,,,
0.001,2259,,,,,,,,,,,,,
,2259,48.34095764160156,10,,,,,,,,,,,
0.001,2279,,,,,,,,,,,,,
,2279,-159.27252197265625,10,,,,,,,,,,,
,2287,,10,-0.10171941667795181,0.2364955097436905,,,,,,,,,
0.001,2299,,,,,,,,,,,,,
,2299,-7.635921478271484,11,,,,,,,,,,,
0.001,2319,,,,,,,,,,,,,
,2319,68.14620971679688,11,,,,,,,,,,,
0.001,2339,,,,,,,,,,,,,
,2339,-100.48118591308594,11,,,,,,,,,,,
0.001,2359,,,,,,,,,,,,,
,2359,-11.519134521484375,11,,,,,,,,,,,
0.001,2379,,,,,,,,,,,,,
,2379,-111.34374237060547,11,,,,,,,,,,,
,2391,,11,-0.09907017648220062,0.23634670674800873,,,,,,,,,
0.001,2399,,,,,,,,,,,,,
,2399,1.2307090759277344,11,,,,,,,,,,,
0.001,2419,,,,,,,,,,,,,
,2419,-19.004718780517578,11,,,,,,,,,,,
0.001,2439,,,,,,,,,,,,,
,2439,-209.62489318847656,11,,,,,,,,,,,
0.001,2459,,,,,,,,,,,,,
,2459,-249.49041748046875,11,,,,,,,,,,,
0.001,2479,,,,,,,,,,,,,
,2479,-119.24368286132812,11,,,,,,,,,,,
,2495,,11,-0.10237129032611847,0.23648647964000702,,,,,,,,,
0.001,2499,,,,,,,,,,,,,
,2499,-16.817359924316406,12,,,,,,,,,,,
0.001,2519,,,,,,,,,,,,,
,2519,-90.31439971923828,12,,,,,,,,,,,
0.001,2539,,,,,,,,,,,,,
,2539,-94.8489990234375,12,,,,,,,,,,,
0.001,2559,,,,,,,,,,,,,
,2559,-36.67380905151367,12,,,,,,,,,,,
0.001,2579,,,,,,,,,,,,,
,2579,-97.51535034179688,12,,,,,,,,,,,
0.001,2599,,,,,,,,,,,,,
,2599,-79.33807373046875,12,,,,,,,,,,,
,2599,,12,-0.10039365291595459,0.23626545071601868,,,,,,,,,
0.001,2619,,,,,,,,,,,,,
,2619,40.71412658691406,12,,,,,,,,,,,
0.001,2639,,,,,,,,,,,,,
,2639,-89.11781311035156,12,,,,,,,,,,,
0.001,2659,,,,,,,,,,,,,
,2659,-93.91749572753906,12,,,,,,,,,,,
0.001,2679,,,,,,,,,,,,,
,2679,-40.82740783691406,12,,,,,,,,,,,
0.001,2699,,,,,,,,,,,,,
,2699,-143.2607421875,12,,,,,,,,,,,
,2703,,12,-0.10193031281232834,0.23642686009407043,,,,,,,,,
0.001,2719,,,,,,,,,,,,,
,2719,-187.25596618652344,13,,,,,,,,,,,
0.001,2739,,,,,,,,,,,,,
,2739,-229.00726318359375,13,,,,,,,,,,,
0.001,2759,,,,,,,,,,,,,
,2759,-219.4369659423828,13,,,,,,,,,,,
0.001,2779,,,,,,,,,,,,,
,2779,-110.44087982177734,13,,,,,,,,,,,
0.001,2799,,,,,,,,,,,,,
,2799,-30.0679874420166,13,,,,,,,,,,,
,2807,,13,-0.09968294948339462,0.23618526756763458,,,,,,,,,
0.001,2819,,,,,,,,,,,,,
,2819,181.49444580078125,13,,,,,,,,,,,
0.001,2839,,,,,,,,,,,,,
,2839,-35.292911529541016,13,,,,,,,,,,,
0.001,2859,,,,,,,,,,,,,
,2859,-139.38677978515625,13,,,,,,,,,,,
0.001,2879,,,,,,,,,,,,,
,2879,-102.22608184814453,13,,,,,,,,,,,
0.001,2899,,,,,,,,,,,,,
,2899,-165.69882202148438,13,,,,,,,,,,,
,2911,,13,-0.1026262491941452,0.23641109466552734,,,,,,,,,
0.001,2919,,,,,,,,,,,,,
,2919,33.24104309082031,14,,,,,,,,,,,
0.001,2939,,,,,,,,,,,,,
,2939,-117.0015869140625,14,,,,,,,,,,,
0.001,2959,,,,,,,,,,,,,
,2959,-140.0514678955078,14,,,,,,,,,,,
0.001,2979,,,,,,,,,,,,,
,2979,-116.67123413085938,14,,,,,,,,,,,
0.001,2999,,,,,,,,,,,,,
,2999,-164.53594970703125,14,,,,,,,,,,,
,3015,,14,-0.10047215968370438,0.23620854318141937,,,,,,,,,
0.001,3019,,,,,,,,,,,,,
,3019,-26.319091796875,14,,,,,,,,,,,
0.001,3039,,,,,,,,,,,,,
,3039,13.334953308105469,14,,,,,,,,,,,
0.001,3059,,,,,,,,,,,,,
,3059,-141.4270477294922,14,,,,,,,,,,,
0.001,3079,,,,,,,,,,,,,
,3079,150.3279266357422,14,,,,,,,,,,,
0.001,3099,,,,,,,,,,,,,
,3099,-38.438743591308594,14,,,,,,,,,,,
0.001,3119,,,,,,,,,,,,,
,3119,12.384258270263672,14,,,,,,,,,,,
,3119,,14,-0.10239843279123306,0.2363116592168808,,,,,,,,,
0.001,3139,,,,,,,,,,,,,
,3139,1.4217948913574219,15,,,,,,,,,,,
0.001,3159,,,,,,,,,,,,,
,3159,-240.3856964111328,15,,,,,,,,,,,
0.001,3179,,,,,,,,,,,,,
,3179,-132.01284790039062,15,,,,,,,,,,,
0.001,3199,,,,,,,,,,,,,
,3199,-40.75416564941406,15,,,,,,,,,,,
0.001,3219,,,,,,,,,,,,,
,3219,247.6292724609375,15,,,,,,,,,,,
,3223,,15,-0.10148555785417557,0.2361118346452713,,,,,,,,,
0.001,3239,,,,,,,,,,,,,
,3239,0.31923675537109375,15,,,,,,,,,,,
0.001,3259,,,,,,,,,,,,,
,3259,-211.96531677246094,15,,,,,,,,,,,
0.001,3279,,,,,,,,,,,,,
,3279,48.82093811035156,15,,,,,,,,,,,
0.001,3299,,,,,,,,,,,,,
,3299,22.838064193725586,15,,,,,,,,,,,
0.001,3319,,,,,,,,,,,,,
,3319,-147.61810302734375,15,,,,,,,,,,,
,3327,,15,-0.10239671170711517,0.23625244200229645,,,,,,,,,
0.001,3339,,,,,,,,,,,,,
,3339,-12.782737731933594,16,,,,,,,,,,,
0.001,3359,,,,,,,,,,,,,
,3359,67.9367904663086,16,,,,,,,,,,,
0.001,3379,,,,,,,,,,,,,
,3379,-103.40989685058594,16,,,,,,,,,,,
0.001,3399,,,,,,,,,,,,,
,3399,2.0730056762695312,16,,,,,,,,,,,
0.001,3419,,,,,,,,,,,,,
,3419,-135.41595458984375,16,,,,,,,,,,,
,3431,,16,-0.10126250237226486,0.23601539433002472,,,,,,,,,
0.001,3439,,,,,,,,,,,,,
,3439,-15.489383697509766,16,,,,,,,,,,,
0.001,3459,,,,,,,,,,,,,
,3459,1.3735389709472656,16,,,,,,,,,,,
0.001,3479,,,,,,,,,,,,,
,3479,-212.38540649414062,16,,,,,,,,,,,
0.001,3499,,,,,,,,,,,,,
,3499,-282.73175048828125,16,,,,,,,,,,,
0.001,3519,,,,,,,,,,,,,
,3519,-106.06021881103516,16,,,,,,,,,,,
,3535,,16,-0.10321979969739914,0.2363421767950058,,,,,,,,,
0.001,3539,,,,,,,,,,,,,
,3539,-39.44049835205078,17,,,,,,,,,,,
0.001,3559,,,,,,,,,,,,,
,3559,-61.76338195800781,17,,,,,,,,,,,
0.001,3579,,,,,,,,,,,,,
,3579,-77.31880187988281,17,,,,,,,,,,,
0.001,3599,,,,,,,,,,,,,
,3599,-39.22770690917969,17,,,,,,,,,,,
0.001,3619,,,,,,,,,,,,,
,3619,-124.2979736328125,17,,,,,,,,,,,
0.001,3639,,,,,,,,,,,,,
,3639,-79.545654296875,17,,,,,,,,,,,
,3639,,17,-0.10068270564079285,0.23623618483543396,,,,,,,,,
0.001,3659,,,,,,,,,,,,,
,3659,60.278377532958984,17,,,,,,,,,,,
0.001,3679,,,,,,,,,,,,,
,3679,-101.28629302978516,17,,,,,,,,,,,
0.001,3699,,,,,,,,,,,,,
,3699,-114.93484497070312,17,,,,,,,,,,,
0.001,3719,,,,,,,,,,,,,
,3719,-47.609527587890625,17,,,,,,,,,,,
0.001,3739,,,,,,,,,,,,,
,3739,-176.36585998535156,17,,,,,,,,,,,
,3743,,17,-0.10380484163761139,0.23611697554588318,,,,,,,,,
0.001,3759,,,,,,,,,,,,,
,3759,-183.25111389160156,18,,,,,,,,,,,
0.001,3779,,,,,,,,,,,,,
,3779,-236.99327087402344,18,,,,,,,,,,,
0.001,3799,,,,,,,,,,,,,
,3799,-233.84854125976562,18,,,,,,,,,,,
0.001,3819,,,,,,,,,,,,,
,3819,-139.14852905273438,18,,,,,,,,,,,
0.001,3839,,,,,,,,,,,,,
,3839,-19.535070419311523,18,,,,,,,,,,,
,3847,,18,-0.10179544985294342,0.23611612617969513,,,,,,,,,
0.001,3859,,,,,,,,,,,,,
,3859,226.68032836914062,18,,,,,,,,,,,
0.001,3879,,,,,,,,,,,,,
,3879,-36.13206481933594,18,,,,,,,,,,,
0.001,3899,,,,,,,,,,,,,
,3899,-100.14976501464844,18,,,,,,,,,,,
0.001,3919,,,,,,,,,,,,,
,3919,-80.09815979003906,18,,,,,,,,,,,
0.001,3939,,,,,,,,,,,,,
,3939,-170.09805297851562,18,,,,,,,,,,,
,3951,,18,-0.10263250768184662,0.23614545166492462,,,,,,,,,
0.001,3959,,,,,,,,,,,,,
,3959,81.47770690917969,19,,,,,,,,,,,
0.001,3979,,,,,,,,,,,,,
,3979,-140.8148651123047,19,,,,,,,,,,,
0.001,3999,,,,,,,,,,,,,
,3999,-142.75009155273438,19,,,,,,,,,,,
0.001,4019,,,,,,,,,,,,,
,4019,-99.5136489868164,19,,,,,,,,,,,
0.001,4039,,,,,,,,,,,,,
,4039,-180.67633056640625,19,,,,,,,,,,,
,4055,,19,-0.10365653038024902,0.2360018640756607,,,,,,,,,
0.001,4059,,,,,,,,,,,,,
,4059,-26.76264190673828,19,,,,,,,,,,,
0.001,4079,,,,,,,,,,,,,
,4079,14.832405090332031,19,,,,,,,,,,,
0.001,4099,,,,,,,,,,,,,
,4099,-164.8564910888672,19,,,,,,,,,,,
0.001,4119,,,,,,,,,,,,,
,4119,171.77369689941406,19,,,,,,,,,,,
0.001,4139,,,,,,,,,,,,,
,4139,-29.705760955810547,19,,,,,,,,,,,
0.001,4159,,,,,,,,,,,,,
,4159,-6.341033935546875,19,,,,,,,,,,,
,4159,,19,-0.10455669462680817,0.236021026968956,,,,,,,,,
0.001,4179,,,,,,,,,,,,,
,4179,-9.801933288574219,20,,,,,,,,,,,
0.001,4199,,,,,,,,,,,,,
,4199,-220.381103515625,20,,,,,,,,,,,
0.001,4219,,,,,,,,,,,,,
,4219,-104.25965881347656,20,,,,,,,,,,,
0.001,4239,,,,,,,,,,,,,
,4239,-84.13775634765625,20,,,,,,,,,,,
0.001,4259,,,,,,,,,,,,,
,4259,260.76849365234375,20,,,,,,,,,,,
,4263,,20,-0.10404480993747711,0.23578716814517975,,,,,,,,,
0.001,4279,,,,,,,,,,,,,
,4279,26.79140281677246,20,,,,,,,,,,,
0.001,4299,,,,,,,,,,,,,
,4299,-209.26248168945312,20,,,,,,,,,,,
0.001,4319,,,,,,,,,,,,,
,4319,38.64250183105469,20,,,,,,,,,,,
0.001,4339,,,,,,,,,,,,,
,4339,40.13745880126953,20,,,,,,,,,,,
0.001,4359,,,,,,,,,,,,,
,4359,-189.90167236328125,20,,,,,,,,,,,
,4367,,20,-0.10388051718473434,0.23619675636291504,,,,,,,,,
0.001,4379,,,,,,,,,,,,,
,4379,-6.013736724853516,21,,,,,,,,,,,
0.001,4399,,,,,,,,,,,,,
,4399,53.02516174316406,21,,,,,,,,,,,
0.001,4419,,,,,,,,,,,,,
,4419,-102.30325317382812,21,,,,,,,,,,,
0.001,4439,,,,,,,,,,,,,
,4439,16.560527801513672,21,,,,,,,,,,,
0.001,4459,,,,,,,,,,,,,
,4459,-140.84486389160156,21,,,,,,,,,,,
,4471,,21,-0.10354363173246384,0.23574298620224,,,,,,,,,
0.001,4479,,,,,,,,,,,,,
,4479,-22.4234619140625,21,,,,,,,,,,,
0.001,4499,,,,,,,,,,,,,
,4499,-13.041441917419434,21,,,,,,,,,,,
0.001,4519,,,,,,,,,,,,,
,4519,-230.568603515625,21,,,,,,,,,,,
0.001,4539,,,,,,,,,,,,,
,4539,-243.1634521484375,21,,,,,,,,,,,
0.001,4559,,,,,,,,,,,,,
,4559,-134.08302307128906,21,,,,,,,,,,,
,4575,,21,-0.10466131567955017,0.2360105663537979,,,,,,,,,
0.001,4579,,,,,,,,,,,,,
,4579,-30.368906021118164,22,,,,,,,,,,,
0.001,4599,,,,,,,,,,,,,
,4599,-58.03939437866211,22,,,,,,,,,,,
0.001,4619,,,,,,,,,,,,,
,4619,-87.05933380126953,22,,,,,,,,,,,
0.001,4639,,,,,,,,,,,,,
,4639,-41.46895217895508,22,,,,,,,,,,,
0.001,4659,,,,,,,,,,,,,
,4659,-149.97549438476562,22,,,,,,,,,,,
0.001,4679,,,,,,,,,,,,,
,4679,-80.30711364746094,22,,,,,,,,,,,
,4679,,22,-0.10316824913024902,0.23582756519317627,,,,,,,,,
0.001,4699,,,,,,,,,,,,,
,4699,101.6042709350586,22,,,,,,,,,,,
0.001,4719,,,,,,,,,,,,,
,4719,-121.53058624267578,22,,,,,,,,,,,
0.001,4739,,,,,,,,,,,,,
,4739,-122.863037109375,22,,,,,,,,,,,
0.001,4759,,,,,,,,,,,,,
,4759,-71.36885070800781,22,,,,,,,,,,,
0.001,4779,,,,,,,,,,,,,
,4779,-149.3848876953125,22,,,,,,,,,,,
,4783,,22,-0.10461706668138504,0.23610414564609528,,,,,,,,,
0.001,4799,,,,,,,,,,,,,
,4799,-219.7593994140625,23,,,,,,,,,,,
0.001,4819,,,,,,,,,,,,,
,4819,-240.37481689453125,23,,,,,,,,,,,
0.001,4839,,,,,,,,,,,,,
,4839,-218.54312133789062,23,,,,,,,,,,,
0.001,4859,,,,,,,,,,,,,
,4859,-126.59518432617188,23,,,,,,,,,,,
0.001,4879,,,,,,,,,,,,,
,4879,-35.312843322753906,23,,,,,,,,,,,
,4887,,23,-0.10232654958963394,0.23586724698543549,,,,,,,,,
0.001,4899,,,,,,,,,,,,,
,4899,213.07470703125,23,,,,,,,,,,,
0.001,4919,,,,,,,,,,,,,
,4919,-63.223289489746094,23,,,,,,,,,,,
0.001,4939,,,,,,,,,,,,,
,4939,-26.30664825439453,23,,,,,,,,,,,
0.001,4959,,,,,,,,,,,,,
,4959,-81.9289779663086,23,,,,,,,,,,,
0.001,4979,,,,,,,,,,,,,
,4979,-180.13082885742188,23,,,,,,,,,,,
,4991,,23,-0.10638130456209183,0.23581448197364807,,,,,,,,,
0.001,4999,,,,,,,,,,,,,
,4999,14.003377914428711,24,,,,,,,,,,,
0.001,5019,,,,,,,,,,,,,
,5019,-130.9535369873047,24,,,,,,,,,,,
0.001,5039,,,,,,,,,,,,,
,5039,-142.96316528320312,24,,,,,,,,,,,
0.001,5059,,,,,,,,,,,,,
,5059,-96.96598052978516,24,,,,,,,,,,,
0.001,5079,,,,,,,,,,,,,
,5079,-188.78341674804688,24,,,,,,,,,,,
,5095,,24,-0.10244185477495193,0.235823854804039,,,,,,,,,
0.001,5099,,,,,,,,,,,,,
,5099,-12.226689338684082,24,,,,,,,,,,,
0.001,5119,,,,,,,,,,,,,
,5119,9.291095733642578,24,,,,,,,,,,,
0.001,5139,,,,,,,,,,,,,
,5139,-138.75645446777344,24,,,,,,,,,,,
0.001,5159,,,,,,,,,,,,,
,5159,118.47582244873047,24,,,,,,,,,,,
0.001,5179,,,,,,,,,,,,,
,5179,-20.810956954956055,24,,,,,,,,,,,
0.001,5199,,,,,,,,,,,,,
,5199,-12.521793365478516,24,,,,,,,,,,,
,5199,,24,-0.1042582094669342,0.2360328733921051,,,,,,,,,
0.001,5219,,,,,,,,,,,,,
,5219,-35.84299850463867,25,,,,,,,,,,,
0.001,5239,,,,,,,,,,,,,
,5239,-220.09898376464844,25,,,,,,,,,,,
0.001,5259,,,,,,,,,,,,,
,5259,-109.73738098144531,25,,,,,,,,,,,
0.001,5279,,,,,,,,,,,,,
,5279,-79.62010192871094,25,,,,,,,,,,,
0.001,5299,,,,,,,,,,,,,
,5299,262.4993591308594,25,,,,,,,,,,,
,5303,,25,-0.1052546352148056,0.2356303483247757,,,,,,,,,
0.001,5319,,,,,,,,,,,,,
,5319,-4.298376083374023,25,,,,,,,,,,,
0.001,5339,,,,,,,,,,,,,
,5339,-286.1254577636719,25,,,,,,,,,,,
0.001,5359,,,,,,,,,,,,,
,5359,33.089393615722656,25,,,,,,,,,,,
0.001,5379,,,,,,,,,,,,,
,5379,-10.37137222290039,25,,,,,,,,,,,
0.001,5399,,,,,,,,,,,,,
,5399,-188.17538452148438,25,,,,,,,,,,,
,5407,,25,-0.1032700166106224,0.23618359863758087,,,,,,,,,
0.0001,5419,,,,,,,,,,,,,
,5419,-13.693708419799805,26,,,,,,,,,,,
0.0001,5439,,,,,,,,,,,,,
,5439,70.74878692626953,26,,,,,,,,,,,
0.0001,5459,,,,,,,,,,,,,
,5459,-78.75133514404297,26,,,,,,,,,,,
0.0001,5479,,,,,,,,,,,,,
,5479,-18.57790756225586,26,,,,,,,,,,,
0.0001,5499,,,,,,,,,,,,,
,5499,-137.4481201171875,26,,,,,,,,,,,
,5511,,26,-0.10581693798303604,0.23566493391990662,,,,,,,,,
0.0001,5519,,,,,,,,,,,,,
,5519,-31.630233764648438,26,,,,,,,,,,,
0.0001,5539,,,,,,,,,,,,,
,5539,-9.037932395935059,26,,,,,,,,,,,
0.0001,5559,,,,,,,,,,,,,
,5559,-233.82540893554688,26,,,,,,,,,,,
0.0001,5579,,,,,,,,,,,,,
,5579,-237.2465362548828,26,,,,,,,,,,,
0.0001,5599,,,,,,,,,,,,,
,5599,-114.544677734375,26,,,,,,,,,,,
,5615,,26,-0.10634095221757889,0.23568126559257507,,,,,,,,,
0.0001,5619,,,,,,,,,,,,,
,5619,-24.888845443725586,27,,,,,,,,,,,
0.0001,5639,,,,,,,,,,,,,
,5639,-81.53741455078125,27,,,,,,,,,,,
0.0001,5659,,,,,,,,,,,,,
,5659,-85.03717803955078,27,,,,,,,,,,,
0.0001,5679,,,,,,,,,,,,,
,5679,-46.22099304199219,27,,,,,,,,,,,
0.0001,5699,,,,,,,,,,,,,
,5699,-136.3962860107422,27,,,,,,,,,,,
0.0001,5719,,,,,,,,,,,,,
,5719,-79.24295043945312,27,,,,,,,,,,,
,5719,,27,-0.10667316615581512,0.23564474284648895,,,,,,,,,
0.0001,5739,,,,,,,,,,,,,
,5739,46.17095947265625,27,,,,,,,,,,,
0.0001,5759,,,,,,,,,,,,,
,5759,-142.23294067382812,27,,,,,,,,,,,
0.0001,5779,,,,,,,,,,,,,
,5779,-115.38941192626953,27,,,,,,,,,,,
0.0001,5799,,,,,,,,,,,,,
,5799,-82.09234619140625,27,,,,,,,,,,,
0.0001,5819,,,,,,,,,,,,,
,5819,-181.1878204345703,27,,,,,,,,,,,
,5823,,27,-0.10633677244186401,0.23565177619457245,,,,,,,,,
0.0001,5839,,,,,,,,,,,,,
,5839,-204.8695068359375,28,,,,,,,,,,,
0.0001,5859,,,,,,,,,,,,,
,5859,-264.5359191894531,28,,,,,,,,,,,
0.0001,5879,,,,,,,,,,,,,
,5879,-238.9278106689453,28,,,,,,,,,,,
0.0001,5899,,,,,,,,,,,,,
,5899,-147.3770751953125,28,,,,,,,,,,,
0.0001,5919,,,,,,,,,,,,,
,5919,-20.895795822143555,28,,,,,,,,,,,
,5927,,28,-0.1068606749176979,0.23564617335796356,,,,,,,,,
0.0001,5939,,,,,,,,,,,,,
,5939,232.17047119140625,28,,,,,,,,,,,
0.0001,5959,,,,,,,,,,,,,
,5959,-45.74876403808594,28,,,,,,,,,,,
0.0001,5979,,,,,,,,,,,,,
,5979,-100.62903594970703,28,,,,,,,,,,,
0.0001,5999,,,,,,,,,,,,,
,5999,-138.43466186523438,28,,,,,,,,,,,
0.0001,6019,,,,,,,,,,,,,
,6019,-183.05032348632812,28,,,,,,,,,,,
,6031,,28,-0.10633794963359833,0.23568588495254517,,,,,,,,,
0.0001,6039,,,,,,,,,,,,,
,6039,29.222286224365234,29,,,,,,,,,,,
0.0001,6059,,,,,,,,,,,,,
,6059,-137.74737548828125,29,,,,,,,,,,,
0.0001,6079,,,,,,,,,,,,,
,6079,-181.85768127441406,29,,,,,,,,,,,
0.0001,6099,,,,,,,,,,,,,
