lr-Adam,step,training_loss,epoch,val_loss,val_rmse,test_loss,test_rmse,test_var_pit,test_crps,test_ignorance,test_int_score,int_coverage,int_med_width,int_av_width
,3579,-67.02578735351562,17,,,,,,,,,,,
0.001,3599,,,,,,,,,,,,,
,3599,-42.05855178833008,17,,,,,,,,,,,
0.001,3619,,,,,,,,,,,,,
,3619,-96.11773681640625,17,,,,,,,,,,,
0.001,3639,,,,,,,,,,,,,
,3639,-12.604480743408203,17,,,,,,,,,,,
,3639,,17,-0.09965776652097702,0.23410746455192566,,,,,,,,,
0.001,3659,,,,,,,,,,,,,
,3659,11.369738578796387,17,,,,,,,,,,,
0.001,3679,,,,,,,,,,,,,
,3679,-181.0474090576172,17,,,,,,,,,,,
0.001,3699,,,,,,,,,,,,,
,3699,-62.68095397949219,17,,,,,,,,,,,
0.001,3719,,,,,,,,,,,,,
,3719,-49.63916778564453,17,,,,,,,,,,,
0.001,3739,,,,,,,,,,,,,
,3739,-120.72628784179688,17,,,,,,,,,,,
,3743,,17,-0.10104642808437347,0.23415221273899078,,,,,,,,,
0.001,3759,,,,,,,,,,,,,
,3759,-251.26144409179688,18,,,,,,,,,,,
0.001,3779,,,,,,,,,,,,,
,3779,-271.390380859375,18,,,,,,,,,,,
0.001,3799,,,,,,,,,,,,,
,3799,-158.88836669921875,18,,,,,,,,,,,
0.001,3819,,,,,,,,,,,,,
,3819,-176.13473510742188,18,,,,,,,,,,,
0.001,3839,,,,,,,,,,,,,
,3839,-41.99394989013672,18,,,,,,,,,,,
,3847,,18,-0.10031428933143616,0.23409134149551392,,,,,,,,,
0.001,3859,,,,,,,,,,,,,
,3859,-190.77297973632812,18,,,,,,,,,,,
0.001,3879,,,,,,,,,,,,,
,3879,-191.64810180664062,18,,,,,,,,,,,
0.001,3899,,,,,,,,,,,,,
,3899,-48.458526611328125,18,,,,,,,,,,,
0.001,3919,,,,,,,,,,,,,
,3919,-27.313936233520508,18,,,,,,,,,,,
0.001,3939,,,,,,,,,,,,,
,3939,-172.4713134765625,18,,,,,,,,,,,
,3951,,18,-0.10205725580453873,0.2340804636478424,,,,,,,,,
0.001,3959,,,,,,,,,,,,,
,3959,43.10713195800781,19,,,,,,,,,,,
0.001,3979,,,,,,,,,,,,,
,3979,-130.78265380859375,19,,,,,,,,,,,
0.001,3999,,,,,,,,,,,,,
,3999,-131.33224487304688,19,,,,,,,,,,,
0.001,4019,,,,,,,,,,,,,
,4019,-234.48709106445312,19,,,,,,,,,,,
0.001,4039,,,,,,,,,,,,,
,4039,-192.60556030273438,19,,,,,,,,,,,
,4055,,19,-0.10061413049697876,0.23404836654663086,,,,,,,,,
0.001,4059,,,,,,,,,,,,,
,4059,-153.62217712402344,19,,,,,,,,,,,
0.001,4079,,,,,,,,,,,,,
,4079,-281.8726501464844,19,,,,,,,,,,,
0.001,4099,,,,,,,,,,,,,
,4099,-131.8555450439453,19,,,,,,,,,,,
0.001,4119,,,,,,,,,,,,,
,4119,-120.78714752197266,19,,,,,,,,,,,
0.001,4139,,,,,,,,,,,,,
,4139,-17.917118072509766,19,,,,,,,,,,,
0.001,4159,,,,,,,,,,,,,
,4159,-135.2703094482422,19,,,,,,,,,,,
,4159,,19,-0.10266591608524323,0.23404136300086975,,,,,,,,,
0.001,4179,,,,,,,,,,,,,
,4179,-68.15301513671875,20,,,,,,,,,,,
0.001,4199,,,,,,,,,,,,,
,4199,-86.42801666259766,20,,,,,,,,,,,
0.001,4219,,,,,,,,,,,,,
,4219,-149.8380126953125,20,,,,,,,,,,,
0.001,4239,,,,,,,,,,,,,
,4239,1.1363105773925781,20,,,,,,,,,,,
0.001,4259,,,,,,,,,,,,,
,4259,173.41183471679688,20,,,,,,,,,,,
,4263,,20,-0.10121747106313705,0.23393936455249786,,,,,,,,,
0.001,4279,,,,,,,,,,,,,
,4279,66.54589080810547,20,,,,,,,,,,,
0.001,4299,,,,,,,,,,,,,
,4299,13.753284454345703,20,,,,,,,,,,,
0.001,4319,,,,,,,,,,,,,
,4319,-46.75888442993164,20,,,,,,,,,,,
0.001,4339,,,,,,,,,,,,,
,4339,-151.45477294921875,20,,,,,,,,,,,
0.001,4359,,,,,,,,,,,,,
,4359,-124.26052856445312,20,,,,,,,,,,,
,4367,,20,-0.10154009610414505,0.2341005951166153,,,,,,,,,
0.001,4379,,,,,,,,,,,,,
,4379,-39.23111343383789,21,,,,,,,,,,,
0.001,4399,,,,,,,,,,,,,
,4399,68.6259994506836,21,,,,,,,,,,,
0.001,4419,,,,,,,,,,,,,
,4419,-179.65000915527344,21,,,,,,,,,,,
0.001,4439,,,,,,,,,,,,,
,4439,21.991764068603516,21,,,,,,,,,,,
0.001,4459,,,,,,,,,,,,,
,4459,-84.05864715576172,21,,,,,,,,,,,
,4471,,21,-0.10121546685695648,0.23392216861248016,,,,,,,,,
0.001,4479,,,,,,,,,,,,,
,4479,-31.325355529785156,21,,,,,,,,,,,
0.001,4499,,,,,,,,,,,,,
,4499,-131.71922302246094,21,,,,,,,,,,,
0.001,4519,,,,,,,,,,,,,
,4519,-26.570388793945312,21,,,,,,,,,,,
0.001,4539,,,,,,,,,,,,,
,4539,-33.23418426513672,21,,,,,,,,,,,
0.001,4559,,,,,,,,,,,,,
,4559,13.072471618652344,21,,,,,,,,,,,
,4575,,21,-0.10352930426597595,0.2339402437210083,,,,,,,,,
0.001,4579,,,,,,,,,,,,,
,4579,-28.166793823242188,22,,,,,,,,,,,
0.001,4599,,,,,,,,,,,,,
,4599,-24.020160675048828,22,,,,,,,,,,,
0.001,4619,,,,,,,,,,,,,
,4619,-81.12371063232422,22,,,,,,,,,,,
0.001,4639,,,,,,,,,,,,,
,4639,-22.316978454589844,22,,,,,,,,,,,
0.001,4659,,,,,,,,,,,,,
,4659,-118.30441284179688,22,,,,,,,,,,,
0.001,4679,,,,,,,,,,,,,
,4679,-21.910884857177734,22,,,,,,,,,,,
,4679,,22,-0.10069840401411057,0.23395498096942902,,,,,,,,,
0.001,4699,,,,,,,,,,,,,
,4699,4.050205230712891,22,,,,,,,,,,,
0.001,4719,,,,,,,,,,,,,
,4719,-163.8772735595703,22,,,,,,,,,,,
0.001,4739,,,,,,,,,,,,,
,4739,-28.3568058013916,22,,,,,,,,,,,
0.001,4759,,,,,,,,,,,,,
,4759,-8.919448852539062,22,,,,,,,,,,,
0.001,4779,,,,,,,,,,,,,
,4779,-129.75857543945312,22,,,,,,,,,,,
,4783,,22,-0.10300596058368683,0.23389652371406555,,,,,,,,,
0.001,4799,,,,,,,,,,,,,
,4799,-225.57986450195312,23,,,,,,,,,,,
0.001,4819,,,,,,,,,,,,,
,4819,-284.8050231933594,23,,,,,,,,,,,
0.001,4839,,,,,,,,,,,,,
,4839,-170.4564971923828,23,,,,,,,,,,,
0.001,4859,,,,,,,,,,,,,
,4859,-175.54896545410156,23,,,,,,,,,,,
0.001,4879,,,,,,,,,,,,,
,4879,16.921098709106445,23,,,,,,,,,,,
,4887,,23,-0.10165343433618546,0.23383007943630219,,,,,,,,,
0.001,4899,,,,,,,,,,,,,
,4899,-167.31837463378906,23,,,,,,,,,,,
0.001,4919,,,,,,,,,,,,,
,4919,-197.28526306152344,23,,,,,,,,,,,
0.001,4939,,,,,,,,,,,,,
,4939,-79.67198181152344,23,,,,,,,,,,,
0.001,4959,,,,,,,,,,,,,
,4959,-9.359115600585938,23,,,,,,,,,,,
0.001,4979,,,,,,,,,,,,,
,4979,-207.0020751953125,23,,,,,,,,,,,
,4991,,23,-0.10315948724746704,0.23401539027690887,,,,,,,,,
0.001,4999,,,,,,,,,,,,,
,4999,0.15802955627441406,24,,,,,,,,,,,
0.001,5019,,,,,,,,,,,,,
,5019,-117.65672302246094,24,,,,,,,,,,,
0.001,5039,,,,,,,,,,,,,
,5039,-121.10194396972656,24,,,,,,,,,,,
0.001,5059,,,,,,,,,,,,,
,5059,-186.73272705078125,24,,,,,,,,,,,
0.001,5079,,,,,,,,,,,,,
,5079,-167.16064453125,24,,,,,,,,,,,
,5095,,24,-0.100464828312397,0.23382554948329926,,,,,,,,,
0.001,5099,,,,,,,,,,,,,
,5099,-143.78567504882812,24,,,,,,,,,,,
0.001,5119,,,,,,,,,,,,,
,5119,-275.5887451171875,24,,,,,,,,,,,
0.001,5139,,,,,,,,,,,,,
,5139,-141.63250732421875,24,,,,,,,,,,,
0.001,5159,,,,,,,,,,,,,
,5159,-137.29513549804688,24,,,,,,,,,,,
0.001,5179,,,,,,,,,,,,,
,5179,-24.034313201904297,24,,,,,,,,,,,
0.001,5199,,,,,,,,,,,,,
,5199,-163.18643188476562,24,,,,,,,,,,,
,5199,,24,-0.10421080887317657,0.2338046133518219,,,,,,,,,
0.001,5219,,,,,,,,,,,,,
,5219,-87.83113861083984,25,,,,,,,,,,,
0.001,5239,,,,,,,,,,,,,
,5239,-76.59567260742188,25,,,,,,,,,,,
0.001,5259,,,,,,,,,,,,,
,5259,-165.13726806640625,25,,,,,,,,,,,
0.001,5279,,,,,,,,,,,,,
,5279,-8.795890808105469,25,,,,,,,,,,,
0.001,5299,,,,,,,,,,,,,
,5299,144.5591583251953,25,,,,,,,,,,,
,5303,,25,-0.10208030790090561,0.23376232385635376,,,,,,,,,
0.001,5319,,,,,,,,,,,,,
,5319,65.9471664428711,25,,,,,,,,,,,
0.001,5339,,,,,,,,,,,,,
,5339,-6.965991973876953,25,,,,,,,,,,,
0.001,5359,,,,,,,,,,,,,
,5359,-20.70178985595703,25,,,,,,,,,,,
0.001,5379,,,,,,,,,,,,,
,5379,-148.18862915039062,25,,,,,,,,,,,
0.001,5399,,,,,,,,,,,,,
,5399,-116.00116729736328,25,,,,,,,,,,,
,5407,,25,-0.10333101451396942,0.2337835133075714,,,,,,,,,
0.001,5419,,,,,,,,,,,,,
,5419,-35.75177764892578,26,,,,,,,,,,,
0.001,5439,,,,,,,,,,,,,
,5439,56.543426513671875,26,,,,,,,,,,,
0.001,5459,,,,,,,,,,,,,
,5459,-172.26577758789062,26,,,,,,,,,,,
0.001,5479,,,,,,,,,,,,,
,5479,7.370065689086914,26,,,,,,,,,,,
0.001,5499,,,,,,,,,,,,,
,5499,-52.232666015625,26,,,,,,,,,,,
,5511,,26,-0.10222044587135315,0.23371444642543793,,,,,,,,,
0.001,5519,,,,,,,,,,,,,
,5519,-10.349319458007812,26,,,,,,,,,,,
0.001,5539,,,,,,,,,,,,,
,5539,-152.64773559570312,26,,,,,,,,,,,
0.001,5559,,,,,,,,,,,,,
,5559,-5.670463562011719,26,,,,,,,,,,,
0.001,5579,,,,,,,,,,,,,
,5579,-51.52906799316406,26,,,,,,,,,,,
0.001,5599,,,,,,,,,,,,,
,5599,22.19208526611328,26,,,,,,,,,,,
,5615,,26,-0.10358546674251556,0.23374012112617493,,,,,,,,,
0.001,5619,,,,,,,,,,,,,
,5619,-23.4412841796875,27,,,,,,,,,,,
0.001,5639,,,,,,,,,,,,,
,5639,-37.48755645751953,27,,,,,,,,,,,
0.001,5659,,,,,,,,,,,,,
,5659,-47.57903289794922,27,,,,,,,,,,,
0.001,5679,,,,,,,,,,,,,
,5679,-30.240169525146484,27,,,,,,,,,,,
0.001,5699,,,,,,,,,,,,,
,5699,-142.74560546875,27,,,,,,,,,,,
0.001,5719,,,,,,,,,,,,,
,5719,19.417190551757812,27,,,,,,,,,,,
,5719,,27,-0.10147801041603088,0.23375223577022552,,,,,,,,,
0.001,5739,,,,,,,,,,,,,
,5739,-30.285289764404297,27,,,,,,,,,,,
0.001,5759,,,,,,,,,,,,,
,5759,-146.72760009765625,27,,,,,,,,,,,
0.001,5779,,,,,,,,,,,,,
,5779,-48.54581832885742,27,,,,,,,,,,,
0.001,5799,,,,,,,,,,,,,
,5799,-15.387863159179688,27,,,,,,,,,,,
0.001,5819,,,,,,,,,,,,,
,5819,-109.64850616455078,27,,,,,,,,,,,
,5823,,27,-0.10321113467216492,0.23375679552555084,,,,,,,,,
0.001,5839,,,,,,,,,,,,,
,5839,-256.30218505859375,28,,,,,,,,,,,
0.001,5859,,,,,,,,,,,,,
,5859,-254.56057739257812,28,,,,,,,,,,,
0.001,5879,,,,,,,,,,,,,
,5879,-153.7348175048828,28,,,,,,,,,,,
0.001,5899,,,,,,,,,,,,,
,5899,-183.3375244140625,28,,,,,,,,,,,
0.001,5919,,,,,,,,,,,,,
,5919,-6.0305938720703125,28,,,,,,,,,,,
,5927,,28,-0.10157188028097153,0.23367299139499664,,,,,,,,,
0.001,5939,,,,,,,,,,,,,
,5939,-164.26724243164062,28,,,,,,,,,,,
0.001,5959,,,,,,,,,,,,,
,5959,-210.61328125,28,,,,,,,,,,,
0.001,5979,,,,,,,,,,,,,
,5979,-57.8426513671875,28,,,,,,,,,,,
0.001,5999,,,,,,,,,,,,,
,5999,-24.835796356201172,28,,,,,,,,,,,
0.001,6019,,,,,,,,,,,,,
,6019,-189.25344848632812,28,,,,,,,,,,,
,6031,,28,-0.10366548597812653,0.23365265130996704,,,,,,,,,
0.001,6039,,,,,,,,,,,,,
,6039,-21.284900665283203,29,,,,,,,,,,,
0.001,6059,,,,,,,,,,,,,
,6059,-125.71275329589844,29,,,,,,,,,,,
0.001,6079,,,,,,,,,,,,,
,6079,-136.9147186279297,29,,,,,,,,,,,
0.001,6099,,,,,,,,,,,,,
,6099,-205.5317840576172,29,,,,,,,,,,,
0.001,6119,,,,,,,,,,,,,
,6119,-192.58102416992188,29,,,,,,,,,,,
,6135,,29,-0.10158970206975937,0.2336539477109909,,,,,,,,,
0.001,6139,,,,,,,,,,,,,
,6139,-157.5604705810547,29,,,,,,,,,,,
0.001,6159,,,,,,,,,,,,,
,6159,-281.47894287109375,29,,,,,,,,,,,
0.001,6179,,,,,,,,,,,,,
,6179,-118.00962829589844,29,,,,,,,,,,,
0.001,6199,,,,,,,,,,,,,
,6199,-128.7496337890625,29,,,,,,,,,,,
0.001,6219,,,,,,,,,,,,,
,6219,-49.98320007324219,29,,,,,,,,,,,
0.001,6239,,,,,,,,,,,,,
,6239,-129.56390380859375,29,,,,,,,,,,,
,6239,,29,-0.10238990187644958,0.23378688097000122,,,,,,,,,
,6240,,24,,,-0.10139363259077072,38.46340560913086,0.07156025043863913,0.12364787608385086,0.10139361592070473,190.1175079345703,0.9525668322687485,120.70481872558594,148.8312225341797
