iter	RMSEWithUncertainty
1374	-0.1577316223
1375	-0.1577510942
1376	-0.1577594814
1377	-0.1577659228
1378	-0.1577705053
1379	-0.1577838912
1380	-0.1578169385
1381	-0.157839906
1382	-0.1578482649
1383	-0.1578581699
1384	-0.1578726465
1385	-0.1579184839
1386	-0.1579322013
1387	-0.1579439558
1388	-0.1579781678
1389	-0.1579841346
1390	-0.1579929781
1391	-0.1580165904
1392	-0.1580252501
1393	-0.1580418595
1394	-0.1580614184
1395	-0.1580740541
1396	-0.158085651
1397	-0.1581081501
1398	-0.1581183794
1399	-0.158157956
1400	-0.1581736855
1401	-0.1581808161
1402	-0.1581978679
1403	-0.1582045753
1404	-0.1582154158
1405	-0.1582218661
1406	-0.1582392625
1407	-0.1582490345
1408	-0.1582558186
1409	-0.1582668843
1410	-0.1582789297
1411	-0.158292203
1412	-0.1583027647
1413	-0.1583086621
1414	-0.1583145961
1415	-0.1583211698
1416	-0.1583348704
1417	-0.1583427763
1418	-0.1583488848
1419	-0.1583587863
1420	-0.1583683357
1421	-0.1583809446
1422	-0.1583898085
1423	-0.1583978752
1424	-0.15840417
1425	-0.1584161474
1426	-0.1584387416
1427	-0.1584610175
1428	-0.1584671809
1429	-0.1585109725
1430	-0.1585214404
1431	-0.1585300068
1432	-0.1585361899
1433	-0.1585860903
1434	-0.1585965748
1435	-0.1586173461
1436	-0.1586592349
1437	-0.1586736412
1438	-0.1586994474
1439	-0.1587120038
1440	-0.1587278986
1441	-0.1587346816
1442	-0.1587615538
1443	-0.1587973551
1444	-0.1588167613
1445	-0.1588257712
1446	-0.1588434021
1447	-0.1588538331
1448	-0.1588680182
1449	-0.1588845084
1450	-0.158893107
1451	-0.1589022847
1452	-0.1589125605
1453	-0.1589224159
1454	-0.1589287782
1455	-0.1589395047
1456	-0.1589504904
1457	-0.1589653192
1458	-0.1589821646
1459	-0.159007164
1460	-0.159018855
1461	-0.1590295789
1462	-0.1590370463
1463	-0.1590480635
1464	-0.1590614251
1465	-0.1590711113
1466	-0.1591029402
1467	-0.1591155212
1468	-0.159149047
1469	-0.1591689619
1470	-0.1591969718
1471	-0.1592246652
1472	-0.1592380953
1473	-0.1592463134
1474	-0.1592514958
1475	-0.1592576089
1476	-0.159279224
1477	-0.1593236942
1478	-0.1593295286
1479	-0.1593842895
1480	-0.1593872005
1481	-0.1593980716
1482	-0.1594192846
1483	-0.159436517
1484	-0.1594513974
1485	-0.1594559544
1486	-0.159462655
1487	-0.1594660975
1488	-0.1594811942
1489	-0.159497556
1490	-0.159505407
1491	-0.1595127443
1492	-0.1595201219
1493	-0.1595316814
1494	-0.1595398234
1495	-0.1595435285
1496	-0.1595496008
1497	-0.1595560008
1498	-0.1595664772
1499	-0.1595749528
1500	-0.1595868736
1501	-0.1596005405
1502	-0.1596085558
1503	-0.1596287545
1504	-0.1596479616
1505	-0.1596718861
1506	-0.1596831421
1507	-0.1596922407
1508	-0.1597079189
1509	-0.1597217489
1510	-0.1597329282
1511	-0.1597682824
1512	-0.1597786873
1513	-0.1597820751
1514	-0.1597962423
1515	-0.1598003679
1516	-0.1598114423
1517	-0.1598169924
1518	-0.159826081
1519	-0.1598314158
1520	-0.1598366329
1521	-0.1598626035
1522	-0.1598862991
1523	-0.1598945849
1524	-0.1599121466
1525	-0.159920685
1526	-0.1599250568
1527	-0.1599330461
1528	-0.1599461474
1529	-0.1599753781
1530	-0.1599904717
1531	-0.1599988826
1532	-0.160019826
1533	-0.1600266436
1534	-0.1600343085
1535	-0.160043372
1536	-0.1600569771
1537	-0.1600674164
1538	-0.160084888
1539	-0.1601063113
1540	-0.1601230005
1541	-0.1601286446
1542	-0.1601367681
1543	-0.1601631441
1544	-0.1601672008
1545	-0.1601740514
1546	-0.1601852953
1547	-0.1601940814
1548	-0.1602297304
1549	-0.1602370584
1550	-0.1602533259
1551	-0.1602742281
1552	-0.1602853921
1553	-0.1603238498
1554	-0.1603303665
1555	-0.1603394289
1556	-0.1603492752
1557	-0.1603678299
1558	-0.1603729761
1559	-0.1603846815
1560	-0.1604004569
1561	-0.1604039672
1562	-0.1604431143
1563	-0.1604741489
1564	-0.1604886391
1565	-0.1604926775
1566	-0.160495882
1567	-0.160500354
1568	-0.1605061032
1569	-0.1605259754
1570	-0.1605401427
1571	-0.1605509137
1572	-0.1605743134
1573	-0.160592133
1574	-0.1606139866
1575	-0.1606336878
1576	-0.1607007578
1577	-0.1607106256
1578	-0.1607177261
1579	-0.1607246974
1580	-0.160743119
1581	-0.1607481483
1582	-0.1607617666
1583	-0.1607750881
1584	-0.1607899968
1585	-0.16079745
1586	-0.1608051306
1587	-0.1608231343
1588	-0.1608375634
1589	-0.1608457204
1590	-0.1608547835
1591	-0.1608647422
1592	-0.1608728523
1593	-0.1608959857
1594	-0.1609259089
1595	-0.1609651905
1596	-0.1609732097
1597	-0.1609862805
1598	-0.1609894046
1599	-0.1609932539
1600	-0.1610099016
1601	-0.1610147162
1602	-0.1610272028
1603	-0.1610545738
1604	-0.1610633887
1605	-0.1611117561
1606	-0.1611187971
1607	-0.1611292714
1608	-0.16113586
1609	-0.1611453383
1610	-0.1611510001
1611	-0.1611555707
1612	-0.161178646
1613	-0.1611850798
1614	-0.1611954606
1615	-0.1612014479
1616	-0.1612115781
1617	-0.1612239321
1618	-0.1612304106
1619	-0.1612379021
1620	-0.1612562516
1621	-0.1612709226
1622	-0.1612753746
1623	-0.1613027909
1624	-0.1613200655
1625	-0.1613290979
1626	-0.1613513518
1627	-0.1613735406
1628	-0.1613965359
1629	-0.1614186641
1630	-0.1614393728
1631	-0.1614456235
1632	-0.1614553088
1633	-0.1614605374
1634	-0.1614705921
1635	-0.1614796571
1636	-0.1614856703
1637	-0.1615086499
1638	-0.1615160297
1639	-0.1615219343
1640	-0.1615319541
1641	-0.1615462059
1642	-0.1615535636
1643	-0.1615598284
1644	-0.1615869698
1645	-0.1615888783
1646	-0.16162067
1647	-0.1616389756
1648	-0.1616474526
1649	-0.1616582388
1650	-0.1616675615
1651	-0.1616762841
1652	-0.1616961384
1653	-0.1617021544
1654	-0.1617161528
1655	-0.1617231345
1656	-0.1617278066
1657	-0.1617350006
1658	-0.161747097
1659	-0.161756646
1660	-0.1617651203
1661	-0.1617725206
1662	-0.1617867433
1663	-0.1617952592
1664	-0.1618143364
1665	-0.1618383117
1666	-0.1618644618
1667	-0.1618812127
1668	-0.1619296042
1669	-0.1619341852
1670	-0.1619416123
1671	-0.1619479975
1672	-0.1619567108
1673	-0.161961031
1674	-0.1619752547
1675	-0.1619941671
1676	-0.1620043189
1677	-0.1620250165
1678	-0.1620389596
1679	-0.1620518397
1680	-0.1620651584
1681	-0.1620851129
1682	-0.1620915467
1683	-0.1621092916
1684	-0.1621192256
1685	-0.1621223851
1686	-0.1621291054
1687	-0.1621403367
1688	-0.1621601123
1689	-0.1621704016
1690	-0.1621789545
1691	-0.1621990888
1692	-0.1622041548
1693	-0.1622090072
1694	-0.16221706
1695	-0.1622277477
1696	-0.1622324626
1697	-0.1622468269
1698	-0.16225806
1699	-0.1622660717
1700	-0.162273202
1701	-0.1622792334
1702	-0.1622835248
1703	-0.1622899089
1704	-0.1622983838
1705	-0.1623070853
1706	-0.1623179896
1707	-0.1623861794
1708	-0.1623950482
1709	-0.1624058175
1710	-0.1624216133
1711	-0.1624278811
1712	-0.1624346061
1713	-0.1624436068
1714	-0.1624505798
1715	-0.16245512
1716	-0.1624676143
1717	-0.1624726741
1718	-0.1624790984
1719	-0.1624887935
1720	-0.1625009326
1721	-0.1625119765
1722	-0.1625162752
1723	-0.1625255014
1724	-0.1625316077
1725	-0.1625383154
1726	-0.1625470356
1727	-0.1625564105
1728	-0.1625877474
1729	-0.1625937844
1730	-0.1626006303
1731	-0.162608241
1732	-0.1626120005
1733	-0.1626215703
1734	-0.1626284523
1735	-0.1626401441
1736	-0.1626627541
1737	-0.162668001
1738	-0.1626741457
1739	-0.1626825885
1740	-0.1626930829
1741	-0.1627027944
1742	-0.1627073204
1743	-0.1627145879
1744	-0.1627352459
1745	-0.1627464797
1746	-0.1627534958
1747	-0.1627762967
1748	-0.1627860378
1749	-0.1627945307
1750	-0.1627989338
1751	-0.1628053635
1752	-0.1628196004
1753	-0.1628259623
1754	-0.1628331131
1755	-0.1628516035
1756	-0.162881141
1757	-0.1629005206
1758	-0.1629132423
1759	-0.1629177484
1760	-0.1629263623
1761	-0.1629481998
1762	-0.1629620596
1763	-0.1629786153
1764	-0.1629905962
1765	-0.162996651
1766	-0.163005819
1767	-0.163010677
1768	-0.1630212229
1769	-0.1630322944
1770	-0.1630364321
1771	-0.163041748
1772	-0.1630488228
1773	-0.1630615454
1774	-0.1630769181
1775	-0.1630805417
1776	-0.1630846155
1777	-0.1630924477
1778	-0.163104235
1779	-0.1631198506
1780	-0.1631259127
1781	-0.1631371072
1782	-0.1631467751
1783	-0.1631505247
1784	-0.1631584145
1785	-0.1631688047
1786	-0.163184036
1787	-0.1632024608
1788	-0.1632083619
1789	-0.1632210103
1790	-0.1632590149
1791	-0.1632705017
1792	-0.1632828518
1793	-0.1632890478
1794	-0.1632970315
1795	-0.1633182932
1796	-0.1633243766
1797	-0.1633529545
1798	-0.1633588022
1799	-0.163363409
1800	-0.1633659643
1801	-0.1633711867
1802	-0.1633748948
1803	-0.1633822951
1804	-0.1633935442
1805	-0.1634125081
1806	-0.1634302479
1807	-0.1634339628
1808	-0.1634610343
1809	-0.1634723496
1810	-0.1634785519
1811	-0.1634870449
1812	-0.163494648
1813	-0.163503958
1814	-0.1635110636
1815	-0.1635200154
1816	-0.1635254531
1817	-0.1635328581
1818	-0.1635429959
1819	-0.1635480723
1820	-0.1635714605
1821	-0.1635882622
1822	-0.1635974495
1823	-0.1636051478
1824	-0.1636108814
1825	-0.1636208626
1826	-0.1636285804
1827	-0.1636744513
1828	-0.1636806117
1829	-0.1636855001
1830	-0.1637023412
1831	-0.1637061859
1832	-0.1637127653
1833	-0.163724021
1834	-0.1637366259
1835	-0.1637424809
1836	-0.163754969
1837	-0.163769051
1838	-0.1637801647
1839	-0.1637880029
1840	-0.1638178415
1841	-0.1638348437
1842	-0.1638418897
1843	-0.1638588846
1844	-0.1638680128
1845	-0.163887131
1846	-0.1639010004
1847	-0.1639156599
1848	-0.1639229089
1849	-0.1639334769
1850	-0.1639385991
1851	-0.1639455249
1852	-0.1639474714
1853	-0.1639679971
1854	-0.1639746492
1855	-0.1639819722
1856	-0.1639947278
1857	-0.1639994129
1858	-0.1640047267
1859	-0.1640271405
1860	-0.1640459451
1861	-0.1640608649
1862	-0.1640705393
1863	-0.1640806564
1864	-0.1640874835
1865	-0.1640999077
1866	-0.1641033106
1867	-0.1641103658
1868	-0.1641233859
1869	-0.1641361666
1870	-0.1641446099
1871	-0.1641516255
1872	-0.1641561067
1873	-0.1641635992
1874	-0.1641729993
1875	-0.164178891
1876	-0.1641838759
1877	-0.1641891056
1878	-0.1641938506
1879	-0.164197897
1880	-0.1642036489
1881	-0.1642113203
1882	-0.1642159495
1883	-0.1642237953
1884	-0.1642304312
1885	-0.164243204
1886	-0.1642553288
1887	-0.1642608728
1888	-0.1642669777
1889	-0.1642783121
1890	-0.1642882968
1891	-0.1642965615
1892	-0.1642997918
1893	-0.1643046954
1894	-0.164326568
1895	-0.1643359801
1896	-0.164340915
1897	-0.1643539552
1898	-0.1643613826
1899	-0.1643647909
1900	-0.1643749843
1901	-0.1643900073
1902	-0.1643978514
1903	-0.1644068154
1904	-0.1644123556
1905	-0.1644160646
1906	-0.164421507
1907	-0.1644303864
1908	-0.1644451919
1909	-0.1644520056
1910	-0.1644622972
1911	-0.1644665358
1912	-0.1644715173
1913	-0.1644863826
1914	-0.1644968484
1915	-0.1645119527
1916	-0.1645171783
1917	-0.1645281055
1918	-0.1645371491
1919	-0.1645429717
1920	-0.1645526985
1921	-0.164561113
1922	-0.1645688718
1923	-0.1645854237
1924	-0.164601086
1925	-0.1646037225
1926	-0.1646118118
1927	-0.1646275204
1928	-0.1646351087
1929	-0.1646444789
1930	-0.164662668
1931	-0.1646694293
1932	-0.1646730374
1933	-0.16468415
1934	-0.1646886364
1935	-0.1646983844
1936	-0.164706729
1937	-0.1647124277
1938	-0.1647160873
1939	-0.1647292342
1940	-0.164735162
1941	-0.164743979
1942	-0.1647544176
1943	-0.1647611429
1944	-0.1647849689
1945	-0.164790746
1946	-0.1648010328
1947	-0.1648155985
1948	-0.1648291264
1949	-0.1648352708
1950	-0.164844667
1951	-0.1648513943
1952	-0.1648570309
1953	-0.1648627819
1954	-0.164870052
1955	-0.1648801885
1956	-0.1648897077
1957	-0.1649039606
1958	-0.164910115
1959	-0.1649224679
1960	-0.1649348327
1961	-0.1649433767
1962	-0.1649534906
1963	-0.1649676957
1964	-0.1649751519
1965	-0.1649838382
1966	-0.164991477
1967	-0.1649949171
1968	-0.1649970863
1969	-0.1650054464
1970	-0.1650162508
1971	-0.1650298637
1972	-0.1650354027
1973	-0.1650493397
1974	-0.1650558142
1975	-0.1650612353
1976	-0.1650782087
1977	-0.1650842613
1978	-0.1650916575
1979	-0.1650957739
1980	-0.1651010533
1981	-0.165121997
1982	-0.1651286231
1983	-0.1651415438
1984	-0.1651500264
1985	-0.1651545804
1986	-0.1651639603
1987	-0.165178088
1988	-0.1651889832
1989	-0.165191961
1990	-0.1652045662
1991	-0.165212618
1992	-0.1652178515
1993	-0.1652366234
1994	-0.1652437099
1995	-0.1652479622
1996	-0.1652666331
1997	-0.1652719047
1998	-0.1652759939
1999	-0.1652827081
2000	-0.1652868951
2001	-0.1652966204
2002	-0.1653107209
2003	-0.1653223308
2004	-0.1653289352
2005	-0.1653330432
2006	-0.165370762
2007	-0.1653837076
2008	-0.1653930224
2009	-0.165404998
2010	-0.1654196668
2011	-0.1654272402
2012	-0.1654346136
2013	-0.1654396462
2014	-0.1654553791
2015	-0.1654734988
2016	-0.1654787481
2017	-0.1654893242
2018	-0.1655064757
2019	-0.1655129546
2020	-0.1655215302
2021	-0.1655279469
2022	-0.1655419774
2023	-0.1655529453
2024	-0.1655601417
2025	-0.1655728669
2026	-0.1656138981
2027	-0.1656191388
2028	-0.1656257162
2029	-0.1656378849
2030	-0.1656486097
2031	-0.1656563545
2032	-0.1656650937
2033	-0.1656705844
2034	-0.165681192
2035	-0.165686086
2036	-0.1656944005
2037	-0.1657005724
2038	-0.1657090445
2039	-0.1657191201
2040	-0.1657228936
2041	-0.1657290868
2042	-0.1657370047
2043	-0.1657607341
2044	-0.1657641282
2045	-0.1657733034
2046	-0.1657776099
2047	-0.1657883176
2048	-0.1658074616
2049	-0.1658133665
2050	-0.1658177105
2051	-0.1658222969
2052	-0.1658262907
2053	-0.1658471651
2054	-0.1658572078
2055	-0.1658632951
2056	-0.165885063
2057	-0.1658894756
2058	-0.1659006601
2059	-0.1659129681
2060	-0.165917294
2061	-0.1659253247
2062	-0.1659367213
2063	-0.1659429092
2064	-0.1659565528
2065	-0.1659691104
2066	-0.165979862
2067	-0.1659862773
2068	-0.1660189391
2069	-0.1660237733
2070	-0.1660512494
2071	-0.166057115
2072	-0.1660682933
2073	-0.1660736466
2074	-0.1660780629
2075	-0.1660904564
2076	-0.166105652
2077	-0.1661222205
2078	-0.1661371078
2079	-0.1661475382
2080	-0.1661582175
2081	-0.1661776222
2082	-0.1661846141
2083	-0.1661914183
2084	-0.1661983641
2085	-0.1662116129
2086	-0.1662149198
2087	-0.1662251684
2088	-0.1662396953
2089	-0.1662479344
2090	-0.166263427
2091	-0.1662712625
2092	-0.166290348
2093	-0.1662961015
2094	-0.1663060091
2095	-0.1663100088
2096	-0.1663229898
2097	-0.1663395881
2098	-0.16634387
2099	-0.1663473702
2100	-0.1663619328
2101	-0.1663860204
2102	-0.1663905696
2103	-0.1663976797
2104	-0.1664047659
2105	-0.1664122893
2106	-0.1664200429
2107	-0.1664378122
2108	-0.1664430378
2109	-0.1664566552
2110	-0.1664681852
2111	-0.1664735799
2112	-0.1664858887
2113	-0.1664904522
2114	-0.1665009401
2115	-0.1665172563
2116	-0.1665210993
2117	-0.1665340546
2118	-0.1665407815
2119	-0.1665470714
2120	-0.1665563055
2121	-0.1665724701
2122	-0.1666060087
2123	-0.1666113166
2124	-0.1666155356
2125	-0.1666206161
2126	-0.1666272536
2127	-0.1666474805
2128	-0.166656625
2129	-0.1666615038
2130	-0.1666658178
2131	-0.1666783308
2132	-0.1666844197
2133	-0.1666902293
2134	-0.1667012501
2135	-0.1667073704
2136	-0.1667205823
2137	-0.1667238216
2138	-0.1667299691
2139	-0.1667641683
2140	-0.1667715918
2141	-0.1667785229
2142	-0.1667828729
2143	-0.1667846765
2144	-0.1667894558
2145	-0.166793954
2146	-0.1667981262
2147	-0.16682338
2148	-0.1668268494
2149	-0.1668308875
2150	-0.1668403491
2151	-0.1668482925
2152	-0.1668548024
2153	-0.1668604545
2154	-0.1668660182
2155	-0.1668725609
2156	-0.1668764764
2157	-0.1668828183
2158	-0.1668944366
2159	-0.1668990067
2160	-0.1669010305
2161	-0.1669134727
2162	-0.1669246005
2163	-0.1669317221
2164	-0.1669388519
2165	-0.1669452748
2166	-0.1669544849
2167	-0.1669615324
2168	-0.1669782196
2169	-0.1669992365
2170	-0.167005678
2171	-0.1670215798
2172	-0.1670430204
2173	-0.1670491228
2174	-0.1670541494
2175	-0.1670749524
2176	-0.1671408874
2177	-0.1671503251
2178	-0.1671566804
2179	-0.1671617922
2180	-0.1671740374
2181	-0.1671936657
2182	-0.1672004234
2183	-0.1672054782
2184	-0.1672088359
2185	-0.1672333147
2186	-0.1672374602
2187	-0.1672466807
2188	-0.1672608662
2189	-0.1672685058
2190	-0.1672725878
2191	-0.1672832244
2192	-0.1672901121
2193	-0.167292404
2194	-0.1672993898
2195	-0.167311618
2196	-0.1673151884
2197	-0.1673205893
2198	-0.1673267642
2199	-0.1673383726
2200	-0.1673481392
2201	-0.1673549286
2202	-0.1673631721
2203	-0.1673729529
2204	-0.1673815653
2205	-0.1673903143
2206	-0.1673941691
2207	-0.167414568
2208	-0.167425322
2209	-0.1674301834
2210	-0.1674356635
2211	-0.1674399192
2212	-0.167447977
2213	-0.1674663118
2214	-0.1674679233
2215	-0.1674736657
2216	-0.1674793062
2217	-0.1674833658
2218	-0.1674867391
2219	-0.1674931112
2220	-0.167507321
2221	-0.1675178536
2222	-0.1675277392
2223	-0.1675366955
2224	-0.167541042
2225	-0.167549776
2226	-0.1675553188
2227	-0.1675670621
2228	-0.1675705696
2229	-0.1675771142
2230	-0.1675861353
2231	-0.1675994062
2232	-0.1676058847
2233	-0.1676110551
2234	-0.1676321364
2235	-0.1676359692
2236	-0.167642965
2237	-0.1676483978
2238	-0.1676614222
2239	-0.1676686972
2240	-0.1676824087
2241	-0.1676884513
2242	-0.1676953226
2243	-0.1677085967
2244	-0.167719776
2245	-0.1677247086
2246	-0.1677330131
2247	-0.1677354873
2248	-0.1677425708
2249	-0.1677484771
2250	-0.1677578078
2251	-0.1677642234
2252	-0.167768778
2253	-0.1677754972
2254	-0.1677890377
2255	-0.1678054501
2256	-0.167817534
2257	-0.1678235682
2258	-0.1678301007
2259	-0.1678383426
2260	-0.1678493628
2261	-0.167882595
2262	-0.1678859188
2263	-0.1679115531
2264	-0.1679226967
2265	-0.1679313048
2266	-0.167941489
2267	-0.1679531119
2268	-0.1679581804
2269	-0.1679600213
2270	-0.1679758726
2271	-0.1679804209
2272	-0.1679914776
2273	-0.1680001717
2274	-0.1680029328
2275	-0.1680087864
2276	-0.168017857
2277	-0.1680254715
2278	-0.1680318848
2279	-0.1680385926
2280	-0.1680406063
2281	-0.1680561753
2282	-0.1680624407
2283	-0.1680763466
2284	-0.1680844599
2285	-0.1681034752
2286	-0.1681505579
2287	-0.1681550119
2288	-0.1681692809
2289	-0.1681795297
2290	-0.1681960702
2291	-0.1682048474
2292	-0.1682181919
2293	-0.1682209612
2294	-0.168227556
2295	-0.1682343355
2296	-0.1682415944
2297	-0.168245409
2298	-0.168249122
2299	-0.168255247
2300	-0.1682714938
2301	-0.1682913271
2302	-0.168296885
2303	-0.1683028935
2304	-0.1683108896
2305	-0.1683149978
2306	-0.1683685653
2307	-0.1683798188
2308	-0.1683898674
2309	-0.1684028077
2310	-0.1684075993
2311	-0.1684241044
2312	-0.1684383165
2313	-0.1684557339
2314	-0.1684771238
2315	-0.1684920668
2316	-0.1684983769
2317	-0.1685351584
2318	-0.1685397078
2319	-0.1685477234
2320	-0.1685531951
2321	-0.1685611559
2322	-0.168574438
2323	-0.1685789994
2324	-0.1685856221
2325	-0.1685915762
2326	-0.1686024252
2327	-0.1686100458
2328	-0.1686189688
2329	-0.1686239878
2330	-0.1686287319
2331	-0.1686319961
2332	-0.1686376052
2333	-0.1686458162
2334	-0.1686533777
2335	-0.1686591467
2336	-0.1686676967
2337	-0.1686758781
2338	-0.1686821111
2339	-0.1687189412
2340	-0.1687307381
2341	-0.1687362041
2342	-0.1687405137
2343	-0.1687511876
2344	-0.1687565608
2345	-0.1687649138
2346	-0.1687747476
2347	-0.1687804657
2348	-0.1687847769
2349	-0.1687911733
2350	-0.1687980695
2351	-0.1688019525
2352	-0.1688121268
2353	-0.1688205822
2354	-0.1688316703
2355	-0.1688572084
2356	-0.1688618272
2357	-0.1688742958
2358	-0.1688814225
2359	-0.1688841423
2360	-0.1688928637
2361	-0.1689038898
2362	-0.1689076716
2363	-0.168910149
2364	-0.1689531712
2365	-0.1689626873
2366	-0.168967856
2367	-0.1689742299
2368	-0.1689818394
2369	-0.1689880482
2370	-0.1689930996
2371	-0.1689986248
2372	-0.1690067596
2373	-0.1690122004
2374	-0.1690209456
2375	-0.169026869
2376	-0.1690328111
2377	-0.1690373103
2378	-0.1690521878
2379	-0.1690591958
2380	-0.1690651124
2381	-0.1690695663
2382	-0.1690778551
2383	-0.1690817298
2384	-0.1690896035
2385	-0.1690933477
2386	-0.1691016099
2387	-0.169108119
2388	-0.1691178742
2389	-0.1691222839
2390	-0.1691262082
2391	-0.1691403199
2392	-0.1691601778
2393	-0.1691700709
2394	-0.1691862815
2395	-0.1691893211
2396	-0.1692000303
2397	-0.1692186655
2398	-0.169225575
2399	-0.1692347391
2400	-0.1692432854
2401	-0.1692490152
2402	-0.1692528306
2403	-0.1692632467
2404	-0.1692783046
2405	-0.1692815186
2406	-0.1692894635
2407	-0.1692955187
2408	-0.1693041528
2409	-0.1693175854
2410	-0.169322037
2411	-0.1693263826
2412	-0.1693330278
2413	-0.1693412202
2414	-0.1693493333
2415	-0.1693576027
2416	-0.1693615296
2417	-0.1693678362
2418	-0.1693724889
2419	-0.1693759262
2420	-0.1693868496
2421	-0.1693923704
2422	-0.1693966205
2423	-0.1694055209
2424	-0.1694146795
2425	-0.1694232256
2426	-0.1694267284
2427	-0.1694360935
2428	-0.1694405572
2429	-0.1694467122
2430	-0.1694534457
2431	-0.169458083
2432	-0.169466727
2433	-0.1694726648
2434	-0.1694787543
2435	-0.1694906967
2436	-0.1695081185
2437	-0.169512982
2438	-0.1695176918
2439	-0.1695421993
2440	-0.1695492342
2441	-0.1695513993
2442	-0.1695678005
2443	-0.1695759458
2444	-0.1695824483
2445	-0.1695892426
2446	-0.1695998185
2447	-0.1696064646
2448	-0.1696093765
2449	-0.1696177432
2450	-0.1696220956
2451	-0.1696336875
2452	-0.1696355576
2453	-0.1696474261
2454	-0.1696514925
2455	-0.1696558137
2456	-0.1696633997
2457	-0.1696710321
2458	-0.1696736766
2459	-0.169682846
2460	-0.1696924686
2461	-0.1697056104
2462	-0.1697119566
2463	-0.1697159253
2464	-0.1697237672
2465	-0.1697301698
2466	-0.1697342346
2467	-0.169788677
2468	-0.169797845
2469	-0.1698034093
2470	-0.1698066804
2471	-0.1698167418
2472	-0.1698215875
2473	-0.1698282564
2474	-0.1698348566
2475	-0.1698425734
2476	-0.1698525109
2477	-0.1698618396
2478	-0.1698678704
2479	-0.1698729404
2480	-0.1698815274
2481	-0.1698925778
2482	-0.1698971762
2483	-0.1699018839
2484	-0.1699057996
2485	-0.1699149759
2486	-0.1699206603
2487	-0.1699242544
2488	-0.1699340697
2489	-0.1699465871
2490	-0.1699519298
2491	-0.1699598922
2492	-0.1699699907
2493	-0.1699776678
2494	-0.1699882655
2495	-0.1699992292
2496	-0.1700046066
2497	-0.1700289183
2498	-0.1700476677
2499	-0.1700558557
2500	-0.170062838
2501	-0.1700675557
2502	-0.170074342
2503	-0.1700783385
2504	-0.170082574
2505	-0.1700998433
2506	-0.170106938
2507	-0.1701419246
2508	-0.170154163
2509	-0.1701773728
2510	-0.1701815368
2511	-0.1701867504
2512	-0.170195059
2513	-0.1702001451
2514	-0.1702067776
2515	-0.1702105724
2516	-0.170214329
2517	-0.1702185113
2518	-0.1702225229
2519	-0.1702311288
2520	-0.1702447262
2521	-0.1702528222
2522	-0.1702557672
2523	-0.17026472
2524	-0.1702684649
2525	-0.170290931
2526	-0.1702976637
2527	-0.1703394013
2528	-0.1703444411
2529	-0.1703482704
2530	-0.1703527554
2531	-0.1703664504
2532	-0.1703830495
2533	-0.1703976585
2534	-0.1704007576
2535	-0.1704067277
2536	-0.1704201774
2537	-0.1704282709
2538	-0.1704317777
2539	-0.170436511
2540	-0.1704440723
2541	-0.1704529645
2542	-0.1704580478
2543	-0.1704714761
2544	-0.1704749788
2545	-0.1704864396
2546	-0.1704917925
2547	-0.1705041773
2548	-0.1705104569
2549	-0.1705154511
2550	-0.1705256292
2551	-0.1705390443
2552	-0.1705590991
2553	-0.1705663227
2554	-0.1705709151
2555	-0.1705769709
2556	-0.1705882092
2557	-0.1705920364
2558	-0.1705963824
2559	-0.170601708
2560	-0.170621571
2561	-0.1706327405
2562	-0.1706418904
2563	-0.1706510158
2564	-0.1706574428
2565	-0.1706599294
2566	-0.1706634859
2567	-0.1706751737
2568	-0.170682245
2569	-0.1706876026
2570	-0.1706904745
2571	-0.1707083486
2572	-0.1707142869
2573	-0.1707193216
2574	-0.1707559985
2575	-0.1707596868
2576	-0.1707660636
2577	-0.1707763834
2578	-0.1707860074
2579	-0.1707907661
2580	-0.1707983251
2581	-0.1708012054
2582	-0.1708084265
2583	-0.1708137137
2584	-0.1708324903
2585	-0.1708409053
2586	-0.1708492786
2587	-0.1708553767
2588	-0.1708587952
2589	-0.1708625093
2590	-0.1708699688
2591	-0.1708783359
2592	-0.1708828495
2593	-0.1708883981
2594	-0.170892085
2595	-0.1708947559
2596	-0.1708973501
2597	-0.1709071233
2598	-0.1709139632
2599	-0.1709209878
2600	-0.1709248641
2601	-0.1709339765
2602	-0.1709466538
2603	-0.1709499073
2604	-0.1709527868
2605	-0.1709740651
2606	-0.1709891545
2607	-0.1709925091
2608	-0.170999013
2609	-0.1710056431
2610	-0.1710141863
2611	-0.171018775
2612	-0.1710252083
2613	-0.1710346021
2614	-0.1710453219
2615	-0.1710503308
2616	-0.171052382
2617	-0.1710632306
2618	-0.1710692023
2619	-0.1710717612
2620	-0.1710757578
2621	-0.1710843867
2622	-0.1710902462
2623	-0.1710954562
2624	-0.1711006405
2625	-0.171102032
2626	-0.1711084459
2627	-0.1711143284
2628	-0.1711207218
2629	-0.1711270036
2630	-0.171137506
2631	-0.1711450322
2632	-0.1711528723
2633	-0.1711611419
2634	-0.1711930441
2635	-0.1711983587
2636	-0.1712035703
2637	-0.1712115555
2638	-0.1712230552
2639	-0.1712330063
2640	-0.1712376702
2641	-0.1712640736
2642	-0.1712720109
2643	-0.1712792705
2644	-0.1712830091
2645	-0.171286002
2646	-0.1712899643
2647	-0.1712978613
2648	-0.1713178975
2649	-0.171325297
2650	-0.1713278631
2651	-0.1713334298
2652	-0.1713425632
2653	-0.1713489731
2654	-0.1713570682
2655	-0.1713637548
2656	-0.1713680323
2657	-0.1713714824
