iter	RMSEWithUncertainty
177	-0.09269580913
178	-0.09275613707
179	-0.09280261487
180	-0.09296211819
181	-0.09332424965
182	-0.09354991213
183	-0.09370508896
184	-0.09379090613
185	-0.09395378173
186	-0.09408677864
187	-0.09452186344
188	-0.09468753964
189	-0.09494423352
190	-0.09513253666
191	-0.09520860979
192	-0.09530664657
193	-0.09570244099
194	-0.09584478494
195	-0.09599892223
196	-0.0960892722
197	-0.09623113987
198	-0.09625571335
199	-0.09642926145
200	-0.09665578094
201	-0.09677755459
202	-0.09689595586
203	-0.09716224205
204	-0.09730992181
205	-0.09793479133
206	-0.09807258122
207	-0.098145308
208	-0.09828406839
209	-0.09837947104
210	-0.09847253647
211	-0.09865183457
212	-0.09878866522
213	-0.09894515138
214	-0.09901937131
215	-0.09928562076
216	-0.09940163568
217	-0.09945104256
218	-0.09953561078
219	-0.09978176393
220	-0.09989431235
221	-0.1000666226
222	-0.1003359858
223	-0.1003957683
224	-0.1005495817
225	-0.1008384529
226	-0.1009724224
227	-0.1010122835
228	-0.1010981814
229	-0.1013037914
230	-0.1015742301
231	-0.1018932293
232	-0.1019484746
233	-0.1021964954
234	-0.1023165472
235	-0.1023818812
236	-0.1024235167
237	-0.1025028526
238	-0.102658632
239	-0.1027850078
240	-0.102867049
241	-0.1032136785
242	-0.1033244744
243	-0.1034045952
244	-0.1034846878
245	-0.1036546113
246	-0.1036948482
247	-0.1039662643
248	-0.1040602456
249	-0.1041376645
250	-0.104217955
251	-0.104273762
252	-0.1044443184
253	-0.1045531304
254	-0.1048565422
255	-0.1049169077
256	-0.1051513524
257	-0.1052706582
258	-0.1054004807
259	-0.1055204751
260	-0.1057486705
261	-0.1058482108
262	-0.1058926137
263	-0.1060153314
264	-0.1062038745
265	-0.1062923963
266	-0.1063760443
267	-0.106475827
268	-0.1068535711
269	-0.1069505548
270	-0.1074792321
271	-0.1075320418
272	-0.1076977941
273	-0.1077631293
274	-0.1086722467
275	-0.1089195081
276	-0.1090160491
277	-0.1090763608
278	-0.10955502
279	-0.1096091915
280	-0.1096450639
281	-0.109839748
282	-0.1099305935
283	-0.110021421
284	-0.1102107031
285	-0.1102661373
286	-0.1103162618
287	-0.1107846488
288	-0.1108788134
289	-0.1112668586
290	-0.1113417074
291	-0.1114189339
292	-0.1116471077
293	-0.1118669876
294	-0.1119328118
295	-0.1120564362
296	-0.1121066607
297	-0.1121770163
298	-0.1124199335
299	-0.1125120338
300	-0.1125378125
301	-0.112639841
302	-0.1126976951
303	-0.112782738
304	-0.1128164221
305	-0.1129553598
306	-0.1129706613
307	-0.1130291507
308	-0.1131369363
309	-0.1132412467
310	-0.1133223622
311	-0.1133788834
312	-0.1134450831
313	-0.1134850805
314	-0.1136856863
315	-0.1138350962
316	-0.1141585677
317	-0.1142381698
318	-0.1143396254
319	-0.1146590864
320	-0.1148160781
321	-0.1148401015
322	-0.1149512714
323	-0.1150062731
324	-0.115035612
325	-0.1151824338
326	-0.1155431654
327	-0.1155921835
328	-0.1156992208
329	-0.1157467973
330	-0.1159006002
331	-0.1159937273
332	-0.1160384356
333	-0.1160928479
334	-0.1162594782
335	-0.1163447593
336	-0.1163942356
337	-0.1165609286
338	-0.1166621458
339	-0.1166933865
340	-0.1167082466
341	-0.1169684144
342	-0.1170411761
343	-0.1170757737
344	-0.1172433824
345	-0.1173031602
346	-0.117408927
347	-0.1174346645
348	-0.1174489911
349	-0.1175590213
350	-0.1175811672
351	-0.1176904887
352	-0.1177180589
353	-0.1178219449
354	-0.1179941551
355	-0.1180952142
356	-0.1181474671
357	-0.118220803
358	-0.1182807799
359	-0.1183478235
360	-0.1187337378
361	-0.1189059662
362	-0.1191384464
363	-0.1191593192
364	-0.1191964795
365	-0.1193310747
366	-0.1194089078
367	-0.1195263913
368	-0.1195583826
369	-0.1196193247
370	-0.1196698749
371	-0.1197956163
372	-0.1198581571
373	-0.1199452431
374	-0.1199654993
375	-0.1201668331
376	-0.1202732892
377	-0.120312271
378	-0.1204067762
379	-0.1204690159
380	-0.1204834835
381	-0.1206369818
382	-0.1206842668
383	-0.1207322361
384	-0.1213950353
385	-0.1214629548
386	-0.1214929232
387	-0.1215290673
388	-0.1215410261
389	-0.1216989091
390	-0.1217846024
391	-0.1218191749
392	-0.1218640466
393	-0.1219264213
394	-0.1219498766
395	-0.1219942466
396	-0.1220362347
397	-0.1220865626
398	-0.1221993799
399	-0.1222369926
400	-0.122286322
401	-0.1223070603
402	-0.1223560705
403	-0.122494286
404	-0.1225588036
405	-0.1228221803
406	-0.1228467583
407	-0.1229319894
408	-0.1230082702
409	-0.123245536
410	-0.1233975951
411	-0.123474426
412	-0.1234988675
413	-0.1235636606
414	-0.1236043523
415	-0.1236340861
416	-0.1236944953
417	-0.1237364102
418	-0.1238178301
419	-0.1239306344
420	-0.1239557412
421	-0.1239921717
422	-0.1240194491
423	-0.1240499907
424	-0.1240795945
425	-0.1242613633
426	-0.1244144996
427	-0.1244787441
428	-0.1245764528
429	-0.1246965967
430	-0.124734812
431	-0.124946165
432	-0.1250347
433	-0.125136322
434	-0.1251830998
435	-0.1252052315
436	-0.1252733883
437	-0.1253418142
438	-0.1253832911
439	-0.1254043567
440	-0.1254226521
441	-0.1254755997
442	-0.1255549996
443	-0.1255829878
444	-0.1256375847
445	-0.1256795739
446	-0.1257221919
447	-0.1257708209
448	-0.1257878871
449	-0.1258505057
450	-0.1258837979
451	-0.1259408966
452	-0.1259655298
453	-0.126081372
454	-0.1261379123
455	-0.1261682822
456	-0.1262153374
457	-0.1262431702
458	-0.1263284358
459	-0.1263816209
460	-0.1264784994
461	-0.1265216073
462	-0.1266171878
463	-0.1266462645
464	-0.1266803515
465	-0.1268445783
466	-0.1268986485
467	-0.1269315203
468	-0.1269651393
469	-0.1270375658
470	-0.127057743
471	-0.1271337612
472	-0.1271580145
473	-0.1272342118
474	-0.1272881223
475	-0.1273064827
476	-0.1273281825
477	-0.1274055269
478	-0.1274395351
479	-0.1275591423
480	-0.1275993104
481	-0.1280135855
482	-0.1281046381
483	-0.1281906267
484	-0.1282633847
485	-0.128270272
486	-0.1284233499
487	-0.1284755453
488	-0.1285317358
489	-0.1285709051
490	-0.1286414341
491	-0.1287069913
492	-0.1287321708
493	-0.1287879103
494	-0.1289969401
495	-0.1290381589
496	-0.1291322999
497	-0.1291744587
498	-0.1292223771
499	-0.1292587115
500	-0.1292758
501	-0.1293162852
502	-0.129367848
503	-0.129489693
504	-0.1295346304
505	-0.129553344
506	-0.1295714899
507	-0.129635051
508	-0.1296531817
509	-0.1297532965
510	-0.1297748494
511	-0.1299030115
512	-0.1299280859
513	-0.1299522974
514	-0.1299902712
515	-0.1300636801
516	-0.1301065226
517	-0.1301271864
518	-0.1301596711
519	-0.1303132475
520	-0.1303780475
521	-0.1303987689
522	-0.130419975
523	-0.1304470596
524	-0.1309159232
525	-0.1309394398
526	-0.1309678371
527	-0.131334582
528	-0.1313665616
529	-0.13143738
530	-0.131493677
531	-0.1315125888
532	-0.1318029151
533	-0.1318292167
534	-0.1319752864
535	-0.1320837842
536	-0.1321506476
537	-0.13217637
538	-0.132229518
539	-0.1322653319
540	-0.1325095781
541	-0.13254818
542	-0.132598331
543	-0.1326755117
544	-0.1328936853
545	-0.1329354375
546	-0.1329789807
547	-0.1331756526
548	-0.133256747
549	-0.1332787116
550	-0.1333067936
551	-0.1333556847
552	-0.1333727381
553	-0.1334408114
554	-0.1335302416
555	-0.1335742872
556	-0.1336071448
557	-0.1336597779
558	-0.1336860969
559	-0.1337100076
560	-0.1337296178
561	-0.1337608755
562	-0.1338044743
563	-0.1338444785
564	-0.1339083895
565	-0.1340603248
566	-0.1341317833
567	-0.1341620081
568	-0.1342223158
569	-0.1342807836
570	-0.1343075612
571	-0.1343433875
572	-0.1343577818
573	-0.1343797347
574	-0.1345030956
575	-0.1346724716
576	-0.1349536072
577	-0.1349598845
578	-0.1351018151
579	-0.1351778539
580	-0.1352037353
581	-0.1352396094
582	-0.1352698785
583	-0.1353445631
584	-0.135371894
585	-0.1353962736
586	-0.1354466111
587	-0.1354733908
588	-0.1354826675
589	-0.1355007696
590	-0.1355873393
591	-0.1356206119
592	-0.1356259234
593	-0.1356810084
594	-0.1357184426
595	-0.1357450441
596	-0.1357882643
597	-0.1358162009
598	-0.1358817476
599	-0.1359089678
600	-0.1359836757
601	-0.1360203953
602	-0.1360387636
603	-0.1360524549
604	-0.1360745741
605	-0.1360976073
606	-0.136183472
607	-0.1362385804
608	-0.1363580669
609	-0.1364022225
610	-0.1364934562
611	-0.1365073605
612	-0.1365269385
613	-0.1365376432
614	-0.1366068724
615	-0.1366523259
616	-0.1368325005
617	-0.1368557293
618	-0.136962305
619	-0.1369924742
620	-0.1370065087
621	-0.1370293642
622	-0.1370714309
623	-0.1373035868
624	-0.1373659536
625	-0.1373834401
626	-0.137395458
627	-0.1374566983
628	-0.1374948057
629	-0.1375462117
630	-0.1376521438
631	-0.1377007946
632	-0.1378127387
633	-0.1378333088
634	-0.1378634317
635	-0.1378870862
636	-0.1379210507
637	-0.1379882582
638	-0.1380123319
639	-0.1380272025
640	-0.138082915
641	-0.1381252059
642	-0.1381864634
643	-0.138200969
644	-0.138240656
645	-0.1383367448
646	-0.1383882714
647	-0.138423576
648	-0.1384422213
649	-0.1384608044
650	-0.1384771632
651	-0.1384960417
652	-0.1385178142
653	-0.1385662854
654	-0.1385785359
655	-0.1386222343
656	-0.1386714629
657	-0.1386908068
658	-0.138872719
659	-0.1389066871
660	-0.1389738511
661	-0.1390105677
662	-0.1390927586
663	-0.1391045394
664	-0.1391223552
665	-0.1391477657
666	-0.1392121461
667	-0.1392211507
668	-0.1392453748
669	-0.1392515338
670	-0.1392644988
671	-0.1392882183
672	-0.1393510971
673	-0.1393613167
674	-0.1394241621
675	-0.1394351104
676	-0.1394483885
677	-0.1394842802
678	-0.1395102085
679	-0.1395278234
680	-0.1395977273
681	-0.1396114268
682	-0.139622162
683	-0.1396372036
684	-0.1397030263
685	-0.1397593798
686	-0.1398049633
687	-0.1398164711
688	-0.1398764231
689	-0.1398918697
690	-0.1399090448
691	-0.1399247649
692	-0.1399442108
693	-0.1399694862
694	-0.140004648
695	-0.140141279
696	-0.1401458399
697	-0.140166295
698	-0.1401833973
699	-0.1402388346
700	-0.1402511296
701	-0.140264113
702	-0.140320329
703	-0.1403858006
704	-0.1404091674
705	-0.1404652825
706	-0.140506478
707	-0.1405452238
708	-0.1405921758
709	-0.1407309504
710	-0.14074219
711	-0.1407527445
712	-0.1407730243
713	-0.1408213504
714	-0.1408503352
715	-0.1409450668
716	-0.1409733238
717	-0.1409868399
718	-0.1410075687
719	-0.1410204002
720	-0.1410406402
721	-0.1410776683
722	-0.1411228719
723	-0.1411381984
724	-0.1411622804
725	-0.1411760522
726	-0.1412565194
727	-0.1413768044
728	-0.1414179646
729	-0.1414322756
730	-0.141449068
731	-0.1414754583
732	-0.1415113225
733	-0.1415558406
734	-0.1416160964
735	-0.1416291665
736	-0.1416605163
737	-0.1417046127
738	-0.1417234879
739	-0.1417582502
740	-0.1417917377
741	-0.1418906769
742	-0.1419083518
743	-0.1420436656
744	-0.1420589313
745	-0.1420949128
746	-0.1421154936
747	-0.1421398317
748	-0.142154187
749	-0.1421830033
750	-0.142226989
751	-0.1422397352
752	-0.1422747954
753	-0.1422903736
754	-0.1423097605
755	-0.1423350511
756	-0.1424069461
757	-0.1424182047
758	-0.1424782911
759	-0.1425132103
760	-0.1425604797
761	-0.1425894116
762	-0.1426792029
763	-0.1426911442
764	-0.1426994814
765	-0.142715557
766	-0.1427524082
767	-0.1427720086
768	-0.1427986514
769	-0.1428736232
770	-0.1429382762
771	-0.1429576451
772	-0.1429755859
773	-0.1429991091
774	-0.1430126978
775	-0.1430423877
776	-0.1430577716
777	-0.1430663057
778	-0.1430781152
779	-0.1431156783
780	-0.1431867918
781	-0.1432912989
782	-0.14348838
783	-0.1435059892
784	-0.1435238454
785	-0.1435510077
786	-0.1435729787
787	-0.1435803981
788	-0.1436538944
789	-0.1436762149
790	-0.1437326905
791	-0.1437754049
792	-0.1437891813
793	-0.1438152471
794	-0.1438469188
795	-0.1438570373
796	-0.1438698225
797	-0.1439021701
798	-0.1439211585
799	-0.1439597474
800	-0.1439735811
801	-0.1440074226
802	-0.1440180554
803	-0.1440290904
804	-0.1440473777
805	-0.1440763823
806	-0.1441123226
807	-0.144120389
808	-0.1441538426
809	-0.144173757
810	-0.1441949232
811	-0.1442042172
812	-0.1442284372
813	-0.1442483157
814	-0.144269645
815	-0.1442969581
816	-0.1443202042
817	-0.1443298166
818	-0.1443551645
819	-0.144379435
820	-0.1444272914
821	-0.1444553798
822	-0.144477393
823	-0.1444958847
824	-0.144506554
825	-0.1445266267
826	-0.144541058
827	-0.1445715834
828	-0.1446029875
829	-0.1446215957
830	-0.1446427196
831	-0.1447104729
832	-0.1447230887
833	-0.1447553838
834	-0.1447768647
835	-0.1447854292
836	-0.1448125133
837	-0.1448197151
838	-0.1448401634
839	-0.1448558425
840	-0.1448695002
841	-0.14491471
842	-0.1449218095
843	-0.1449424685
844	-0.1449623036
845	-0.144988964
846	-0.1450049127
847	-0.1450370616
848	-0.1450700461
849	-0.1450920243
850	-0.1451193087
851	-0.1451394804
852	-0.1451613588
853	-0.1451727847
854	-0.1451851851
855	-0.1452386141
856	-0.1452521899
857	-0.145293085
858	-0.1453582689
859	-0.1453902688
860	-0.1454580322
861	-0.1454716606
862	-0.1454806239
863	-0.1455214062
864	-0.145536715
865	-0.1455575428
866	-0.1455756513
867	-0.1457634527
868	-0.1457838125
869	-0.1458071721
870	-0.1458376068
871	-0.1458626705
872	-0.145866189
873	-0.1458798902
874	-0.14590526
875	-0.1459224216
876	-0.1459468881
877	-0.1459524961
878	-0.1459809832
879	-0.146003628
880	-0.1460372872
881	-0.1461950295
882	-0.1462187025
883	-0.1463507393
884	-0.1464553394
885	-0.1464780641
886	-0.1464905635
887	-0.146503683
888	-0.1465872897
889	-0.1466262839
890	-0.1466395162
891	-0.1466563008
892	-0.1466832858
893	-0.1467606992
894	-0.146787537
895	-0.1468489355
896	-0.1468563852
897	-0.1469125291
898	-0.1469705692
899	-0.1470108675
900	-0.1470335009
901	-0.1471530838
902	-0.1471622232
903	-0.1471816627
904	-0.1471943145
905	-0.1472170832
906	-0.1472280878
907	-0.147246322
908	-0.147276211
909	-0.1473533285
910	-0.1473617074
911	-0.1473738266
912	-0.1473850552
913	-0.1474258288
914	-0.1474513888
915	-0.1475168126
916	-0.1475356118
917	-0.1475604864
918	-0.1475718985
919	-0.1477044512
920	-0.1477235178
921	-0.1477451211
922	-0.1477755297
923	-0.1477891321
924	-0.1478749053
925	-0.1478921755
926	-0.1479134545
927	-0.1479376288
928	-0.1479517803
929	-0.1479699573
930	-0.1479836489
931	-0.1480361744
932	-0.1480642276
933	-0.1480859604
934	-0.1481109509
935	-0.148118953
936	-0.1481519335
937	-0.1481713806
938	-0.1481777254
939	-0.1481890843
940	-0.1482119595
941	-0.1482182944
942	-0.1482393319
943	-0.1482602613
944	-0.1482684901
945	-0.1482946792
946	-0.1483159939
947	-0.1483293298
948	-0.1483927192
949	-0.1484012365
950	-0.1484067237
951	-0.1484179422
952	-0.1484545925
953	-0.1484787632
954	-0.1484915054
955	-0.1485224437
956	-0.1485309678
957	-0.1485627706
958	-0.1485962396
959	-0.1486188745
960	-0.1486339418
961	-0.1486723029
962	-0.1486798366
963	-0.1486979447
964	-0.1487046967
965	-0.1487484245
966	-0.1487814699
967	-0.1487913878
968	-0.1488020659
969	-0.1488099748
970	-0.1488313138
971	-0.1489519183
972	-0.1489681237
973	-0.1490207863
974	-0.1490472813
975	-0.149057042
976	-0.1491134703
977	-0.1491358066
978	-0.1491564877
979	-0.1491826847
980	-0.1492043221
981	-0.1492192649
982	-0.1492325491
983	-0.1492547761
984	-0.1492626917
985	-0.1492781356
986	-0.1492930302
987	-0.1493083652
988	-0.1493403749
989	-0.1493594113
990	-0.1493829283
991	-0.1494019859
992	-0.14941156
993	-0.1494331883
994	-0.1494425984
995	-0.1494832955
996	-0.1494938269
997	-0.1495612994
998	-0.1495717254
999	-0.149587922
1000	-0.1496083164
1001	-0.1496209767
1002	-0.1496304216
1003	-0.1496410237
1004	-0.1496732113
1005	-0.149696227
1006	-0.1497712096
1007	-0.1497839338
1008	-0.1498000076
1009	-0.1498099803
1010	-0.14982269
1011	-0.1498494701
1012	-0.1499096289
1013	-0.1499268543
1014	-0.1499913999
1015	-0.1499999556
1016	-0.1500180419
1017	-0.1500360494
1018	-0.1500590587
1019	-0.1500690376
1020	-0.1500837512
1021	-0.1502283978
1022	-0.150235773
1023	-0.1502578964
1024	-0.1502704723
1025	-0.1502867332
1026	-0.150328738
1027	-0.1503551502
1028	-0.1503719888
1029	-0.1503785423
1030	-0.1503898673
1031	-0.1503996588
1032	-0.1504056904
1033	-0.1504337891
1034	-0.1504432056
1035	-0.1504821651
1036	-0.1505768282
1037	-0.1506025179
1038	-0.1506127707
1039	-0.1506208156
1040	-0.1506319491
1041	-0.1506581748
1042	-0.1506759335
1043	-0.1507078045
1044	-0.1507602417
1045	-0.1507831545
1046	-0.1507972088
1047	-0.1508494095
1048	-0.1508574224
1049	-0.1508606016
1050	-0.150873723
1051	-0.1509020274
1052	-0.15092076
1053	-0.1509344741
1054	-0.1509648813
1055	-0.1509814972
1056	-0.1509884495
1057	-0.1510823351
1058	-0.1510928291
1059	-0.151103421
1060	-0.1511350522
1061	-0.1512014438
1062	-0.1512123939
1063	-0.151230031
1064	-0.1512404398
1065	-0.1512606628
1066	-0.1512687981
1067	-0.1512783439
1068	-0.151313899
1069	-0.1513212952
1070	-0.1513317154
1071	-0.1513752039
1072	-0.1513863971
1073	-0.1514011796
1074	-0.1514150718
1075	-0.1514338915
1076	-0.1514639456
1077	-0.1514769187
1078	-0.1515038236
1079	-0.1515130374
1080	-0.1516040999
1081	-0.1516471844
1082	-0.1516535216
1083	-0.1516781841
1084	-0.1516891407
1085	-0.1517210448
1086	-0.1517274899
1087	-0.1518139533
1088	-0.1518397701
1089	-0.1518558955
1090	-0.1518700407
1091	-0.1518948876
1092	-0.1519027075
1093	-0.1519297332
1094	-0.1519345156
1095	-0.1519470384
1096	-0.1519658762
1097	-0.1519792652
1098	-0.1519945537
1099	-0.1520106489
1100	-0.1520269517
1101	-0.1520618035
1102	-0.1520855049
1103	-0.1521071652
1104	-0.1521124757
1105	-0.1521411272
1106	-0.1521569945
1107	-0.1521747196
1108	-0.1521897062
1109	-0.1521960505
1110	-0.1522046651
1111	-0.1522309892
1112	-0.1522502325
1113	-0.1522635291
1114	-0.1522827252
1115	-0.1523224221
1116	-0.152333469
1117	-0.1523751772
1118	-0.1523920802
1119	-0.1524113901
1120	-0.1524273877
1121	-0.152452668
1122	-0.1524670282
1123	-0.1524775947
1124	-0.1524930376
1125	-0.1525055498
1126	-0.1525218751
1127	-0.1525291046
1128	-0.1525668559
1129	-0.1525838113
1130	-0.1525907885
1131	-0.1526154739
1132	-0.152632338
1133	-0.1526570894
1134	-0.1526705656
1135	-0.1526898829
1136	-0.1526957414
1137	-0.1527149325
1138	-0.1527276894
1139	-0.1527431174
1140	-0.1527527283
1141	-0.1527681932
1142	-0.1528455415
1143	-0.1528552852
1144	-0.1529330468
1145	-0.1529386651
1146	-0.1529704964
1147	-0.152979945
1148	-0.1529912201
1149	-0.1530053155
1150	-0.1530243966
1151	-0.1530426517
1152	-0.1530584619
1153	-0.1530750375
1154	-0.153102434
1155	-0.1531318901
1156	-0.1531403818
1157	-0.1531586383
1158	-0.1531727442
1159	-0.153181378
1160	-0.1532203139
1161	-0.1532855169
1162	-0.1532964693
1163	-0.1533069183
1164	-0.1533146303
1165	-0.1533275927
1166	-0.1533337771
1167	-0.1533515992
1168	-0.1533637613
1169	-0.1533902556
1170	-0.1534034505
1171	-0.1534095021
1172	-0.1534265814
1173	-0.153444796
1174	-0.1534496665
1175	-0.1534686004
1176	-0.1534759898
1177	-0.1534891345
1178	-0.1535100489
1179	-0.1535206397
1180	-0.1535395476
1181	-0.1535559542
1182	-0.1535866483
1183	-0.1535938585
1184	-0.153621682
1185	-0.1536336152
1186	-0.1536450213
1187	-0.1536581392
1188	-0.1536706565
1189	-0.1536855892
1190	-0.1536971394
1191	-0.1537370697
1192	-0.1537558198
1193	-0.1537689818
1194	-0.1537774215
1195	-0.153781984
1196	-0.153795594
1197	-0.1538071842
1198	-0.1538155327
1199	-0.1538335968
1200	-0.153893586
1201	-0.1538983899
1202	-0.1539307731
1203	-0.153949368
1204	-0.1539679643
1205	-0.1539760161
1206	-0.1540101847
1207	-0.154053312
1208	-0.1540767444
1209	-0.1540950926
1210	-0.1541097223
1211	-0.154118241
1212	-0.1541519386
1213	-0.1541639759
1214	-0.1542081718
1215	-0.1542289607
1216	-0.1542447868
1217	-0.1542623851
1218	-0.154270134
1219	-0.154277448
1220	-0.1543126805
1221	-0.1543266214
1222	-0.1543379389
1223	-0.1543400098
1224	-0.1543694581
1225	-0.1543837083
1226	-0.1543884424
1227	-0.1543951212
1228	-0.1544251701
1229	-0.1544375942
1230	-0.1544451685
1231	-0.1544594609
1232	-0.154466794
1233	-0.1545124627
1234	-0.1545246001
1235	-0.1545381971
1236	-0.1545565814
1237	-0.1545719441
1238	-0.1545819385
1239	-0.1545992385
1240	-0.1546126974
1241	-0.1546209271
1242	-0.1546385656
1243	-0.1547211558
1244	-0.1547322529
1245	-0.1547876681
1246	-0.1548078327
1247	-0.1548279034
1248	-0.1548773554
1249	-0.1548922811
1250	-0.1549537609
1251	-0.1549769001
1252	-0.1549862909
1253	-0.1549916915
1254	-0.1550595566
1255	-0.1550712928
1256	-0.1550805655
1257	-0.1551344374
1258	-0.1551504354
1259	-0.1552501256
1260	-0.1553770037
1261	-0.1554500683
1262	-0.1554934227
1263	-0.1555035653
1264	-0.1555290688
1265	-0.1555365254
1266	-0.1555505164
1267	-0.1555696536
1268	-0.1555822474
1269	-0.1555923309
1270	-0.1556029418
1271	-0.1556842938
1272	-0.1556923159
1273	-0.1557018994
1274	-0.1557135131
1275	-0.155735538
1276	-0.1557844649
1277	-0.1558470476
1278	-0.155868425
1279	-0.155875616
1280	-0.1558883437
1281	-0.1558973229
1282	-0.155917261
1283	-0.1559484273
1284	-0.1560002115
1285	-0.1560088991
1286	-0.1560299935
1287	-0.1560751295
1288	-0.1560829911
1289	-0.156095008
1290	-0.156114333
1291	-0.1561530971
1292	-0.1561706413
1293	-0.1561864766
1294	-0.156202371
1295	-0.1562385946
1296	-0.1562447359
1297	-0.1562573035
1298	-0.1563592733
1299	-0.1564004891
1300	-0.156448402
1301	-0.1564965244
1302	-0.1565156349
1303	-0.1565201618
1304	-0.1565309614
1305	-0.1565650214
1306	-0.1565802566
1307	-0.1565991988
1308	-0.1566063423
1309	-0.1566135119
1310	-0.1566180056
1311	-0.1566332678
1312	-0.1566606675
1313	-0.1566724047
1314	-0.1566884877
1315	-0.1567127843
1316	-0.1567209569
1317	-0.1567295243
1318	-0.1567437445
1319	-0.1567642574
1320	-0.1567824867
1321	-0.1568348959
1322	-0.1568435687
1323	-0.1568802731
1324	-0.1568919139
1325	-0.1569238796
1326	-0.1569413665
1327	-0.1569650114
1328	-0.1569781054
1329	-0.1569961195
1330	-0.1570078636
1331	-0.157025601
1332	-0.1570882743
1333	-0.1571071626
1334	-0.1571213795
1335	-0.1571347474
1336	-0.1571518892
1337	-0.1571702849
1338	-0.1571826627
1339	-0.1571970668
1340	-0.1572122102
1341	-0.1572308082
1342	-0.1572413433
1343	-0.1572639849
1344	-0.1572920208
1345	-0.1573017158
1346	-0.1573113412
1347	-0.1573207572
1348	-0.1573543281
1349	-0.1573629782
1350	-0.1573863391
1351	-0.1574109782
1352	-0.1574174526
1353	-0.157426618
1354	-0.1574372179
1355	-0.1574695884
1356	-0.1574834504
1357	-0.1575032625
1358	-0.1575136855
1359	-0.1575251851
1360	-0.1575386552
1361	-0.1575456992
1362	-0.157552632
1363	-0.1575616274
1364	-0.1575823062
1365	-0.1575865282
1366	-0.1575990971
1367	-0.1576537267
1368	-0.1576584564
1369	-0.1576652212
1370	-0.1576761755
1371	-0.1576814081
1372	-0.1576994796
1373	-0.1577253697
