lr-Adam,step,training_loss,pred_loss,update_loss,epoch,val_loss,val_loss_pred,val_loss_update,val_rmse,test_loss,test_rmse,test_var_pit,test_crps,test_ignorance,test_int_score,int_coverage,int_med_width,int_av_width
,415,,,,1,-3070.07177734375,-3051.5869140625,-18484.73828125,40.32506561279297,,,,,,,,,
0.01,419,,,,,,,,,,,,,,,,,
,419,-79.8375244140625,-79.29901885986328,-538.5060424804688,2,,,,,,,,,,,,,
0.01,439,,,,,,,,,,,,,,,,,
,439,-155.56832885742188,-154.84783935546875,-720.4840698242188,2,,,,,,,,,,,,,
0.01,459,,,,,,,,,,,,,,,,,
,459,-180.3300018310547,-179.6822967529297,-647.7086181640625,2,,,,,,,,,,,,,
0.01,479,,,,,,,,,,,,,,,,,
,479,-68.31197357177734,-67.73106384277344,-580.9059448242188,2,,,,,,,,,,,,,
0.01,499,,,,,,,,,,,,,,,,,
,499,-71.6916732788086,-70.88143920898438,-810.2366943359375,2,,,,,,,,,,,,,
0.01,519,,,,,,,,,,,,,,,,,
,519,15.519878387451172,16.05181884765625,-531.9407958984375,2,,,,,,,,,,,,,
,519,,,,2,-3675.010986328125,-3654.310546875,-20700.779296875,39.48031234741211,,,,,,,,,
0.01,539,,,,,,,,,,,,,,,,,
,539,152.52316284179688,153.0911865234375,-568.0252685546875,2,,,,,,,,,,,,,
0.01,559,,,,,,,,,,,,,,,,,
,559,-11.8406982421875,-11.27828598022461,-562.4127197265625,2,,,,,,,,,,,,,
0.01,579,,,,,,,,,,,,,,,,,
,579,-130.9927978515625,-130.08831787109375,-904.4752197265625,2,,,,,,,,,,,,,
0.01,599,,,,,,,,,,,,,,,,,
,599,-59.247596740722656,-58.70787811279297,-539.7178955078125,2,,,,,,,,,,,,,
0.01,619,,,,,,,,,,,,,,,,,
,619,-62.458229064941406,-61.73535919189453,-722.8680419921875,2,,,,,,,,,,,,,
,623,,,,2,-3863.416259765625,-3841.53662109375,-21879.822265625,39.621002197265625,,,,,,,,,
0.01,639,,,,,,,,,,,,,,,,,
,639,114.29439544677734,114.83963012695312,-545.2374267578125,3,,,,,,,,,,,,,
0.01,659,,,,,,,,,,,,,,,,,
,659,-122.99330139160156,-122.31405639648438,-679.2449340820312,3,,,,,,,,,,,,,
0.01,679,,,,,,,,,,,,,,,,,
,679,2.5235133171081543,3.021900177001953,-498.38690185546875,3,,,,,,,,,,,,,
0.01,699,,,,,,,,,,,,,,,,,
,699,-79.42098999023438,-78.60559844970703,-815.3893432617188,3,,,,,,,,,,,,,
0.01,719,,,,,,,,,,,,,,,,,
,719,-1.5591925382614136,-0.8503208160400391,-708.8717041015625,3,,,,,,,,,,,,,
,727,,,,3,-3940.4384765625,-3918.81982421875,-21618.123046875,39.2144889831543,,,,,,,,,
0.01,739,,,,,,,,,,,,,,,,,
,739,115.87549591064453,116.42115020751953,-545.65771484375,3,,,,,,,,,,,,,
0.01,759,,,,,,,,,,,,,,,,,
,759,0.8602156639099121,1.4106559753417969,-550.4403076171875,3,,,,,,,,,,,,,
0.01,779,,,,,,,,,,,,,,,,,
,779,-33.38386154174805,-32.50545120239258,-878.4095458984375,3,,,,,,,,,,,,,
0.01,799,,,,,,,,,,,,,,,,,
,799,-140.2011260986328,-139.4129638671875,-788.1673583984375,3,,,,,,,,,,,,,
0.01,819,,,,,,,,,,,,,,,,,
,819,-125.0756607055664,-124.42532348632812,-650.3382568359375,3,,,,,,,,,,,,,
,831,,,,3,-3912.779541015625,-3892.3212890625,-20458.244140625,39.54616165161133,,,,,,,,,
0.01,839,,,,,,,,,,,,,,,,,
,839,133.2434844970703,133.91477966308594,-671.289306640625,4,,,,,,,,,,,,,
0.01,859,,,,,,,,,,,,,,,,,
,859,-159.9378204345703,-159.18698120117188,-750.833740234375,4,,,,,,,,,,,,,
0.01,879,,,,,,,,,,,,,,,,,
,879,-68.14656066894531,-67.35421752929688,-792.342529296875,4,,,,,,,,,,,,,
0.01,899,,,,,,,,,,,,,,,,,
,899,-166.87112426757812,-166.05007934570312,-821.0484619140625,4,,,,,,,,,,,,,
0.01,919,,,,,,,,,,,,,,,,,
,919,-51.29596710205078,-50.52665710449219,-769.3081665039062,4,,,,,,,,,,,,,
,935,,,,4,-4297.01904296875,-4274.7021484375,-22317.189453125,38.90694046020508,,,,,,,,,
0.01,939,,,,,,,,,,,,,,,,,
,939,19.37990951538086,20.00229263305664,-622.3837890625,4,,,,,,,,,,,,,
0.01,959,,,,,,,,,,,,,,,,,
,959,-66.62103271484375,-65.83423614501953,-786.7939453125,4,,,,,,,,,,,,,
0.01,979,,,,,,,,,,,,,,,,,
,979,-148.69329833984375,-147.84390258789062,-849.3934326171875,4,,,,,,,,,,,,,
0.01,999,,,,,,,,,,,,,,,,,
,999,9.950371742248535,10.377157211303711,-426.7855529785156,4,,,,,,,,,,,,,
0.01,1019,,,,,,,,,,,,,,,,,
,1019,-6.345921039581299,-5.622529983520508,-723.39111328125,4,,,,,,,,,,,,,
0.01,1039,,,,,,,,,,,,,,,,,
,1039,-41.0886116027832,-40.610877990722656,-477.73223876953125,4,,,,,,,,,,,,,
,1039,,,,4,-3633.177734375,-3614.18408203125,-18993.421875,40.045814514160156,,,,,,,,,
0.01,1059,,,,,,,,,,,,,,,,,
,1059,6.844610214233398,7.333505630493164,-488.89532470703125,5,,,,,,,,,,,,,
0.01,1079,,,,,,,,,,,,,,,,,
,1079,-122.8440170288086,-122.24405670166016,-599.9617919921875,5,,,,,,,,,,,,,
0.01,1099,,,,,,,,,,,,,,,,,
,1099,64.501220703125,65.03958129882812,-538.3616943359375,5,,,,,,,,,,,,,
0.01,1119,,,,,,,,,,,,,,,,,
,1119,151.577392578125,152.1116943359375,-534.3043212890625,5,,,,,,,,,,,,,
0.01,1139,,,,,,,,,,,,,,,,,
,1139,-141.43629455566406,-140.81256103515625,-623.7310791015625,5,,,,,,,,,,,,,
,1143,,,,5,-4096.18505859375,-4073.775634765625,-22409.12890625,38.977142333984375,,,,,,,,,
0.01,1159,,,,,,,,,,,,,,,,,
,1159,-18.10127830505371,-17.392724990844727,-708.552734375,5,,,,,,,,,,,,,
0.01,1179,,,,,,,,,,,,,,,,,
,1179,-209.1885986328125,-208.39842224121094,-790.1761474609375,5,,,,,,,,,,,,,
0.01,1199,,,,,,,,,,,,,,,,,
,1199,88.63593292236328,89.16035461425781,-524.4224853515625,5,,,,,,,,,,,,,
0.01,1219,,,,,,,,,,,,,,,,,
,1219,11.380667686462402,12.059123992919922,-678.45654296875,5,,,,,,,,,,,,,
0.01,1239,,,,,,,,,,,,,,,,,
,1239,-180.90097045898438,-180.285888671875,-615.0886840820312,5,,,,,,,,,,,,,
,1247,,,,5,-3980.475830078125,-3957.521728515625,-22954.5078125,39.13282775878906,,,,,,,,,
0.01,1259,,,,,,,,,,,,,,,,,
,1259,-45.689422607421875,-45.06520462036133,-624.216552734375,6,,,,,,,,,,,,,
0.01,1279,,,,,,,,,,,,,,,,,
,1279,-168.7430877685547,-167.94606018066406,-797.022216796875,6,,,,,,,,,,,,,
0.01,1299,,,,,,,,,,,,,,,,,
,1299,61.699859619140625,62.29727554321289,-597.4177856445312,6,,,,,,,,,,,,,
0.01,1319,,,,,,,,,,,,,,,,,
,1319,4.714094638824463,5.34687614440918,-632.7816162109375,6,,,,,,,,,,,,,
0.01,1339,,,,,,,,,,,,,,,,,
,1339,-117.86112976074219,-117.17010498046875,-691.0264892578125,6,,,,,,,,,,,,,
,1351,,,,6,-4121.9296875,-4099.4931640625,-22436.56640625,39.29830551147461,,,,,,,,,
0.01,1359,,,,,,,,,,,,,,,,,
,1359,35.08551788330078,35.62225341796875,-536.7361450195312,6,,,,,,,,,,,,,
0.01,1379,,,,,,,,,,,,,,,,,
,1379,45.72404479980469,46.31568908691406,-591.64404296875,6,,,,,,,,,,,,,
0.01,1399,,,,,,,,,,,,,,,,,
,1399,-140.1872100830078,-139.51866149902344,-668.549560546875,6,,,,,,,,,,,,,
0.01,1419,,,,,,,,,,,,,,,,,
,1419,-122.42958068847656,-121.5887451171875,-840.8352661132812,6,,,,,,,,,,,,,
0.01,1439,,,,,,,,,,,,,,,,,
,1439,-77.66742706298828,-76.98986053466797,-677.56494140625,6,,,,,,,,,,,,,
,1455,,,,6,-3945.607666015625,-3924.465087890625,-21142.259765625,39.59990692138672,,,,,,,,,
0.01,1459,,,,,,,,,,,,,,,,,
,1459,-137.41017150878906,-136.77659606933594,-633.5699462890625,7,,,,,,,,,,,,,
0.01,1479,,,,,,,,,,,,,,,,,
,1479,-181.54727172851562,-180.8106231689453,-736.6494750976562,7,,,,,,,,,,,,,
0.01,1499,,,,,,,,,,,,,,,,,
,1499,-199.49278259277344,-198.77667236328125,-716.1082153320312,7,,,,,,,,,,,,,
0.01,1519,,,,,,,,,,,,,,,,,
,1519,-78.09770965576172,-77.47612762451172,-621.5839233398438,7,,,,,,,,,,,,,
0.01,1539,,,,,,,,,,,,,,,,,
,1539,-54.13644790649414,-53.285057067871094,-851.3900146484375,7,,,,,,,,,,,,,
0.01,1559,,,,,,,,,,,,,,,,,
,1559,-23.988725662231445,-23.413902282714844,-574.822509765625,7,,,,,,,,,,,,,
,1559,,,,7,-4437.17333984375,-4414.16357421875,-23009.37109375,38.91231155395508,,,,,,,,,
0.01,1579,,,,,,,,,,,,,,,,,
,1579,108.36919403076172,108.96172332763672,-592.5318603515625,7,,,,,,,,,,,,,
0.01,1599,,,,,,,,,,,,,,,,,
,1599,-26.517654418945312,-25.875425338745117,-642.229248046875,7,,,,,,,,,,,,,
0.01,1619,,,,,,,,,,,,,,,,,
,1619,-194.04380798339844,-193.1295928955078,-914.2188720703125,7,,,,,,,,,,,,,
0.01,1639,,,,,,,,,,,,,,,,,
,1639,-74.68668365478516,-74.09228515625,-594.3961791992188,7,,,,,,,,,,,,,
0.01,1659,,,,,,,,,,,,,,,,,
,1659,-107.15922546386719,-106.34049224853516,-818.7364501953125,7,,,,,,,,,,,,,
,1663,,,,7,-3825.40234375,-3805.282470703125,-20119.80859375,39.724815368652344,,,,,,,,,
0.01,1679,,,,,,,,,,,,,,,,,
,1679,88.33241271972656,88.94322204589844,-610.807861328125,8,,,,,,,,,,,,,
0.01,1699,,,,,,,,,,,,,,,,,
,1699,-97.07434844970703,-96.37531280517578,-699.032470703125,8,,,,,,,,,,,,,
0.01,1719,,,,,,,,,,,,,,,,,
,1719,-13.094464302062988,-12.549013137817383,-545.4507446289062,8,,,,,,,,,,,,,
0.01,1739,,,,,,,,,,,,,,,,,
,1739,-87.20066833496094,-86.30755615234375,-893.10986328125,8,,,,,,,,,,,,,
0.01,1759,,,,,,,,,,,,,,,,,
,1759,19.169832229614258,19.86302375793457,-693.1909790039062,8,,,,,,,,,,,,,
,1767,,,,8,-4361.4482421875,-4338.17578125,-23272.71484375,38.76765441894531,,,,,,,,,
0.01,1779,,,,,,,,,,,,,,,,,
,1779,102.6861343383789,103.26533508300781,-579.2040405273438,8,,,,,,,,,,,,,
0.01,1799,,,,,,,,,,,,,,,,,
,1799,5.423469066619873,5.939693450927734,-516.224365234375,8,,,,,,,,,,,,,
0.01,1819,,,,,,,,,,,,,,,,,
,1819,-113.79290771484375,-112.909423828125,-883.4846801757812,8,,,,,,,,,,,,,
0.01,1839,,,,,,,,,,,,,,,,,
,1839,-141.024658203125,-140.25221252441406,-772.4472045898438,8,,,,,,,,,,,,,
0.01,1859,,,,,,,,,,,,,,,,,
,1859,-121.05487060546875,-120.4067611694336,-648.110595703125,8,,,,,,,,,,,,,
,1871,,,,8,-4158.1240234375,-4137.71875,-20404.353515625,39.52347946166992,,,,,,,,,
0.01,1879,,,,,,,,,,,,,,,,,
,1879,133.13473510742188,133.8383026123047,-703.5715942382812,9,,,,,,,,,,,,,
0.01,1899,,,,,,,,,,,,,,,,,
,1899,-169.6575927734375,-168.79388427734375,-863.7044677734375,9,,,,,,,,,,,,,
0.01,1919,,,,,,,,,,,,,,,,,
,1919,-83.8155746459961,-83.03977966308594,-775.7940673828125,9,,,,,,,,,,,,,
0.01,1939,,,,,,,,,,,,,,,,,
,1939,-210.16653442382812,-209.35491943359375,-811.6168212890625,9,,,,,,,,,,,,,
0.01,1959,,,,,,,,,,,,,,,,,
,1959,-62.20016098022461,-61.46314239501953,-737.0181274414062,9,,,,,,,,,,,,,
,1975,,,,9,-4317.8310546875,-4295.4541015625,-22376.92578125,38.96996307373047,,,,,,,,,
0.01,1979,,,,,,,,,,,,,,,,,
,1979,53.14780807495117,53.82137680053711,-673.567138671875,9,,,,,,,,,,,,,
0.01,1999,,,,,,,,,,,,,,,,,
,1999,-118.74983215332031,-117.9183120727539,-831.5218505859375,9,,,,,,,,,,,,,
0.01,2019,,,,,,,,,,,,,,,,,
,2019,-135.20558166503906,-134.32760620117188,-877.9812622070312,9,,,,,,,,,,,,,
0.01,2039,,,,,,,,,,,,,,,,,
,2039,1.5869824886322021,2.013063430786133,-426.08099365234375,9,,,,,,,,,,,,,
0.01,2059,,,,,,,,,,,,,,,,,
,2059,-16.826868057250977,-16.10596466064453,-720.90380859375,9,,,,,,,,,,,,,
0.01,2079,,,,,,,,,,,,,,,,,
,2079,-43.41542434692383,-42.908058166503906,-507.3652648925781,9,,,,,,,,,,,,,
,2079,,,,9,-4244.2880859375,-4222.310546875,-21977.74609375,39.400047302246094,,,,,,,,,
0.01,2099,,,,,,,,,,,,,,,,,
,2099,-46.639373779296875,-46.17057418823242,-468.7997131347656,10,,,,,,,,,,,,,
0.01,2119,,,,,,,,,,,,,,,,,
,2119,-144.3498077392578,-143.71542358398438,-634.3782348632812,10,,,,,,,,,,,,,
0.01,2139,,,,,,,,,,,,,,,,,
,2139,39.839752197265625,40.3433837890625,-503.6326904296875,10,,,,,,,,,,,,,
0.01,2159,,,,,,,,,,,,,,,,,
,2159,197.04701232910156,197.60491943359375,-557.9139404296875,10,,,,,,,,,,,,,
0.01,2179,,,,,,,,,,,,,,,,,
,2179,-148.34735107421875,-147.7092742919922,-638.0709838867188,10,,,,,,,,,,,,,
,2183,,,,10,-4305.4765625,-4282.779296875,-22696.84375,39.08056640625,,,,,,,,,
0.01,2199,,,,,,,,,,,,,,,,,
,2199,-69.96760559082031,-69.24365997314453,-723.947998046875,10,,,,,,,,,,,,,
0.01,2219,,,,,,,,,,,,,,,,,
,2219,-225.83909606933594,-224.9951171875,-843.9757080078125,10,,,,,,,,,,,,,
0.01,2239,,,,,,,,,,,,,,,,,
,2239,74.19844055175781,74.63634490966797,-437.9015197753906,10,,,,,,,,,,,,,
0.01,2259,,,,,,,,,,,,,,,,,
,2259,11.952535629272461,12.677242279052734,-724.7062377929688,10,,,,,,,,,,,,,
0.01,2279,,,,,,,,,,,,,,,,,
,2279,-166.989990234375,-166.335205078125,-654.7913818359375,10,,,,,,,,,,,,,
,2287,,,,10,-4142.5224609375,-4121.2548828125,-21267.97265625,39.36956787109375,,,,,,,,,
0.01,2299,,,,,,,,,,,,,,,,,
,2299,-46.77621841430664,-46.15458679199219,-621.6312255859375,11,,,,,,,,,,,,,
0.01,2319,,,,,,,,,,,,,,,,,
,2319,-160.51011657714844,-159.68101501464844,-829.1016235351562,11,,,,,,,,,,,,,
0.01,2339,,,,,,,,,,,,,,,,,
,2339,44.444034576416016,44.989418029785156,-545.3818359375,11,,,,,,,,,,,,,
0.01,2359,,,,,,,,,,,,,,,,,
,2359,-1.2036516666412354,-0.6554374694824219,-548.2142333984375,11,,,,,,,,,,,,,
0.01,2379,,,,,,,,,,,,,,,,,
,2379,-135.1746826171875,-134.5076141357422,-667.0653076171875,11,,,,,,,,,,,,,
,2391,,,,11,-4483.3466796875,-4460.3583984375,-22988.275390625,38.8035888671875,,,,,,,,,
0.01,2399,,,,,,,,,,,,,,,,,
,2399,-35.52334213256836,-34.90546417236328,-617.8795776367188,11,,,,,,,,,,,,,
0.01,2419,,,,,,,,,,,,,,,,,
,2419,30.61318588256836,31.24765396118164,-634.4677734375,11,,,,,,,,,,,,,
0.01,2439,,,,,,,,,,,,,,,,,
,2439,-146.51547241210938,-145.8458251953125,-669.6456298828125,11,,,,,,,,,,,,,
0.01,2459,,,,,,,,,,,,,,,,,
,2459,-126.20648956298828,-125.37150573730469,-834.98095703125,11,,,,,,,,,,,,,
0.01,2479,,,,,,,,,,,,,,,,,
,2479,-63.13190841674805,-62.426292419433594,-705.6173706054688,11,,,,,,,,,,,,,
,2495,,,,11,-4308.724609375,-4287.11572265625,-21608.787109375,39.23258972167969,,,,,,,,,
0.01,2499,,,,,,,,,,,,,,,,,
,2499,-97.53560638427734,-96.93964385986328,-595.9642333984375,12,,,,,,,,,,,,,
0.01,2519,,,,,,,,,,,,,,,,,
,2519,-194.2950439453125,-193.57339477539062,-721.6492919921875,12,,,,,,,,,,,,,
0.01,2539,,,,,,,,,,,,,,,,,
,2539,-218.55323791503906,-217.77615356445312,-777.0775756835938,12,,,,,,,,,,,,,
0.01,2559,,,,,,,,,,,,,,,,,
,2559,-61.745513916015625,-61.11988830566406,-625.62451171875,12,,,,,,,,,,,,,
0.01,2579,,,,,,,,,,,,,,,,,
,2579,-65.34770202636719,-64.47088623046875,-876.819091796875,12,,,,,,,,,,,,,
0.01,2599,,,,,,,,,,,,,,,,,
,2599,-45.04515075683594,-44.47247314453125,-572.679443359375,12,,,,,,,,,,,,,
,2599,,,,12,-4203.74609375,-4182.07275390625,-21672.93359375,38.942867279052734,,,,,,,,,
0.01,2619,,,,,,,,,,,,,,,,,
,2619,92.84871673583984,93.40861511230469,-559.895263671875,12,,,,,,,,,,,,,
0.01,2639,,,,,,,,,,,,,,,,,
,2639,-49.66810989379883,-49.004356384277344,-663.7527465820312,12,,,,,,,,,,,,,
0.01,2659,,,,,,,,,,,,,,,,,
,2659,-160.3126220703125,-159.43414306640625,-878.484130859375,12,,,,,,,,,,,,,
0.01,2679,,,,,,,,,,,,,,,,,
,2679,-70.55345916748047,-69.98292541503906,-570.5313110351562,12,,,,,,,,,,,,,
0.01,2699,,,,,,,,,,,,,,,,,
,2699,-101.8106689453125,-101.03993225097656,-770.7401123046875,12,,,,,,,,,,,,,
,2703,,,,12,-3858.721923828125,-3836.4384765625,-22283.263671875,39.54029083251953,,,,,,,,,
0.01,2719,,,,,,,,,,,,,,,,,
,2719,102.14694213867188,102.77609252929688,-629.153564453125,13,,,,,,,,,,,,,
0.01,2739,,,,,,,,,,,,,,,,,
,2739,-120.00300598144531,-119.27572631835938,-727.2830200195312,13,,,,,,,,,,,,,
0.01,2759,,,,,,,,,,,,,,,,,
,2759,-30.172937393188477,-29.603761672973633,-569.1748657226562,13,,,,,,,,,,,,,
0.01,2779,,,,,,,,,,,,,,,,,
,2779,-91.03292083740234,-90.13764190673828,-895.276611328125,13,,,,,,,,,,,,,
0.01,2799,,,,,,,,,,,,,,,,,
,2799,-33.10681915283203,-32.41373062133789,-693.0894775390625,13,,,,,,,,,,,,,
,2807,,,,13,-4387.5205078125,-4365.6298828125,-21890.47265625,38.99091339111328,,,,,,,,,
0.01,2819,,,,,,,,,,,,,,,,,
,2819,145.0081787109375,145.616455078125,-608.2811279296875,13,,,,,,,,,,,,,
0.01,2839,,,,,,,,,,,,,,,,,
,2839,-24.426462173461914,-23.901844024658203,-524.618896484375,13,,,,,,,,,,,,,
0.01,2859,,,,,,,,,,,,,,,,,
,2859,-91.9165267944336,-91.02607727050781,-890.4495849609375,13,,,,,,,,,,,,,
0.01,2879,,,,,,,,,,,,,,,,,
,2879,-156.32887268066406,-155.5247039794922,-804.161865234375,13,,,,,,,,,,,,,
0.01,2899,,,,,,,,,,,,,,,,,
,2899,-122.1461410522461,-121.49053955078125,-655.5978393554688,13,,,,,,,,,,,,,
,2911,,,,13,-4219.515625,-4199.3525390625,-20162.93359375,39.09657669067383,,,,,,,,,
0.001,2919,,,,,,,,,,,,,,,,,
,2919,98.77191925048828,99.37655639648438,-604.6396484375,14,,,,,,,,,,,,,
0.001,2939,,,,,,,,,,,,,,,,,
,2939,-160.29611206054688,-159.5257110595703,-770.4080810546875,14,,,,,,,,,,,,,
0.001,2959,,,,,,,,,,,,,,,,,
,2959,-174.53277587890625,-173.77352905273438,-759.24609375,14,,,,,,,,,,,,,
0.001,2979,,,,,,,,,,,,,,,,,
,2979,-164.80174255371094,-163.91336059570312,-888.3790283203125,14,,,,,,,,,,,,,
0.001,2999,,,,,,,,,,,,,,,,,
,2999,-58.773067474365234,-57.985008239746094,-788.0591430664062,14,,,,,,,,,,,,,
,3015,,,,14,-4789.4052734375,-4766.43359375,-22971.837890625,38.709625244140625,,,,,,,,,
0.001,3019,,,,,,,,,,,,,,,,,
,3019,41.05097198486328,41.725955963134766,-674.9857177734375,14,,,,,,,,,,,,,
0.001,3039,,,,,,,,,,,,,,,,,
,3039,-105.70491790771484,-104.88751220703125,-817.405517578125,14,,,,,,,,,,,,,
0.001,3059,,,,,,,,,,,,,,,,,
,3059,-176.54461669921875,-175.62454223632812,-920.0808715820312,14,,,,,,,,,,,,,
0.001,3079,,,,,,,,,,,,,,,,,
,3079,-23.942970275878906,-23.469379425048828,-473.59130859375,14,,,,,,,,,,,,,
0.001,3099,,,,,,,,,,,,,,,,,
,3099,-35.42466354370117,-34.738128662109375,-686.534912109375,14,,,,,,,,,,,,,
0.001,3119,,,,,,,,,,,,,,,,,
,3119,-63.53806686401367,-63.003082275390625,-534.9833984375,14,,,,,,,,,,,,,
,3119,,,,14,-4814.38232421875,-4790.98828125,-23394.923828125,38.58678436279297,,,,,,,,,
0.001,3139,,,,,,,,,,,,,,,,,
,3139,-80.49654388427734,-79.9093017578125,-587.2388916015625,15,,,,,,,,,,,,,
0.001,3159,,,,,,,,,,,,,,,,,
,3159,-169.66293334960938,-168.91357421875,-749.3583984375,15,,,,,,,,,,,,,
0.001,3179,,,,,,,,,,,,,,,,,
,3179,6.627927303314209,7.195945739746094,-568.018310546875,15,,,,,,,,,,,,,
0.001,3199,,,,,,,,,,,,,,,,,
,3199,135.88442993164062,136.46316528320312,-578.7406005859375,15,,,,,,,,,,,,,
0.001,3219,,,,,,,,,,,,,,,,,
,3219,-175.25637817382812,-174.6019287109375,-654.4520263671875,15,,,,,,,,,,,,,
,3223,,,,15,-4816.86279296875,-4794.00732421875,-22855.443359375,38.68895721435547,,,,,,,,,
0.001,3239,,,,,,,,,,,,,,,,,
,3239,-110.6279296875,-109.86930084228516,-758.625,15,,,,,,,,,,,,,
0.001,3259,,,,,,,,,,,,,,,,,
,3259,-268.47625732421875,-267.61590576171875,-860.359375,15,,,,,,,,,,,,,
0.001,3279,,,,,,,,,,,,,,,,,
,3279,29.892169952392578,30.387584686279297,-495.41424560546875,15,,,,,,,,,,,,,
0.001,3299,,,,,,,,,,,,,,,,,
,3299,-39.426116943359375,-38.62995910644531,-796.1593017578125,15,,,,,,,,,,,,,
0.001,3319,,,,,,,,,,,,,,,,,
,3319,-192.70384216308594,-192.06488037109375,-638.9683837890625,15,,,,,,,,,,,,,
,3327,,,,15,-4791.2587890625,-4768.3095703125,-22949.076171875,38.58588790893555,,,,,,,,,
0.001,3339,,,,,,,,,,,,,,,,,
,3339,-74.66520690917969,-74.03705596923828,-628.1527709960938,16,,,,,,,,,,,,,
0.001,3359,,,,,,,,,,,,,,,,,
,3359,-167.5650177001953,-166.79043579101562,-774.576904296875,16,,,,,,,,,,,,,
0.001,3379,,,,,,,,,,,,,,,,,
,3379,34.57884979248047,35.18077850341797,-601.9268798828125,16,,,,,,,,,,,,,
0.001,3399,,,,,,,,,,,,,,,,,
,3399,-23.35492515563965,-22.75342559814453,-601.500244140625,16,,,,,,,,,,,,,
0.001,3419,,,,,,,,,,,,,,,,,
,3419,-158.01168823242188,-157.30322265625,-708.461181640625,16,,,,,,,,,,,,,
,3431,,,,16,-4871.24169921875,-4848.18310546875,-23058.982421875,38.66740036010742,,,,,,,,,
0.001,3439,,,,,,,,,,,,,,,,,
,3439,-73.50208282470703,-72.80682373046875,-695.2562255859375,16,,,,,,,,,,,,,
0.001,3459,,,,,,,,,,,,,,,,,
,3459,-10.855311393737793,-10.18110466003418,-674.2069091796875,16,,,,,,,,,,,,,
0.001,3479,,,,,,,,,,,,,,,,,
,3479,-212.40621948242188,-211.68948364257812,-716.7430419921875,16,,,,,,,,,,,,,
0.001,3499,,,,,,,,,,,,,,,,,
,3499,-173.84075927734375,-172.96351623535156,-877.2390747070312,16,,,,,,,,,,,,,
0.001,3519,,,,,,,,,,,,,,,,,
,3519,-103.34214782714844,-102.64244079589844,-699.703857421875,16,,,,,,,,,,,,,
