lr-Adam,step,training_loss,pred_loss,update_loss,epoch,val_loss,val_loss_pred,val_loss_update,val_rmse,test_loss,test_rmse,test_var_pit,test_crps,test_ignorance,test_int_score,int_coverage,int_med_width,int_av_width
,259,76.2585678100586,76.76571655273438,-507.14984130859375,1,,,,,,,,,,,,,
0.01,279,,,,,,,,,,,,,,,,,
,279,46.93117904663086,47.41941452026367,-488.233642578125,1,,,,,,,,,,,,,
0.01,299,,,,,,,,,,,,,,,,,
,299,-51.99752426147461,-51.296539306640625,-700.9866943359375,1,,,,,,,,,,,,,
,311,,,,1,-2311.787841796875,-2293.030517578125,-18757.41796875,41.779808044433594,,,,,,,,,
0.01,319,,,,,,,,,,,,,,,,,
,319,28.704936981201172,29.27914810180664,-574.2103271484375,1,,,,,,,,,,,,,
0.01,339,,,,,,,,,,,,,,,,,
,339,80.8484878540039,81.35287475585938,-504.38970947265625,1,,,,,,,,,,,,,
0.01,359,,,,,,,,,,,,,,,,,
,359,-120.16854858398438,-119.58927917480469,-579.2674560546875,1,,,,,,,,,,,,,
0.01,379,,,,,,,,,,,,,,,,,
,379,-81.7607421875,-80.98493957519531,-775.8035888671875,1,,,,,,,,,,,,,
0.01,399,,,,,,,,,,,,,,,,,
,399,-52.87003707885742,-52.233848571777344,-636.188720703125,1,,,,,,,,,,,,,
,415,,,,1,-2399.299072265625,-2380.173828125,-19124.9609375,39.71310043334961,,,,,,,,,
0.01,419,,,,,,,,,,,,,,,,,
,419,-42.208744049072266,-41.66910934448242,-539.6331787109375,2,,,,,,,,,,,,,
0.01,439,,,,,,,,,,,,,,,,,
,439,-131.1676788330078,-130.43344116210938,-734.2423095703125,2,,,,,,,,,,,,,
0.01,459,,,,,,,,,,,,,,,,,
,459,-178.6428985595703,-177.98770141601562,-655.2001953125,2,,,,,,,,,,,,,
0.01,479,,,,,,,,,,,,,,,,,
,479,-65.85833740234375,-65.26950073242188,-588.8382568359375,2,,,,,,,,,,,,,
0.01,499,,,,,,,,,,,,,,,,,
,499,-49.766807556152344,-48.99761962890625,-769.1861572265625,2,,,,,,,,,,,,,
0.01,519,,,,,,,,,,,,,,,,,
,519,19.426137924194336,20.001529693603516,-575.391357421875,2,,,,,,,,,,,,,
,519,,,,2,-3002.146484375,-2981.620361328125,-20526.228515625,40.35675811767578,,,,,,,,,
0.01,539,,,,,,,,,,,,,,,,,
,539,164.34307861328125,164.849853515625,-506.78173828125,2,,,,,,,,,,,,,
0.01,559,,,,,,,,,,,,,,,,,
,559,-12.574710845947266,-12.051865577697754,-522.8453979492188,2,,,,,,,,,,,,,
0.01,579,,,,,,,,,,,,,,,,,
,579,-123.82612609863281,-122.97631072998047,-849.8168334960938,2,,,,,,,,,,,,,
0.01,599,,,,,,,,,,,,,,,,,
,599,-39.37520217895508,-38.79549026489258,-579.71044921875,2,,,,,,,,,,,,,
0.01,619,,,,,,,,,,,,,,,,,
,619,-57.61458969116211,-56.95576095581055,-658.8305053710938,2,,,,,,,,,,,,,
,623,,,,2,-3522.31298828125,-3503.2939453125,-19019.26953125,39.31435775756836,,,,,,,,,
0.01,639,,,,,,,,,,,,,,,,,
,639,118.10537719726562,118.65428924560547,-548.915771484375,3,,,,,,,,,,,,,
0.01,659,,,,,,,,,,,,,,,,,
,659,-89.25200653076172,-88.57389831542969,-678.111328125,3,,,,,,,,,,,,,
0.01,679,,,,,,,,,,,,,,,,,
,679,8.089698791503906,8.620704650878906,-531.005615234375,3,,,,,,,,,,,,,
0.01,699,,,,,,,,,,,,,,,,,
,699,-70.59849548339844,-69.7652359008789,-833.2630615234375,3,,,,,,,,,,,,,
0.01,719,,,,,,,,,,,,,,,,,
,719,22.01481819152832,22.702281951904297,-687.4634399414062,3,,,,,,,,,,,,,
,727,,,,3,-3931.445068359375,-3909.250244140625,-22195.064453125,39.17374038696289,,,,,,,,,
0.01,739,,,,,,,,,,,,,,,,,
,739,115.62931823730469,116.23050689697266,-601.192138671875,3,,,,,,,,,,,,,
0.01,759,,,,,,,,,,,,,,,,,
,759,-0.2808750867843628,0.2357025146484375,-516.5775756835938,3,,,,,,,,,,,,,
0.01,779,,,,,,,,,,,,,,,,,
,779,-15.131226539611816,-14.277839660644531,-853.3868408203125,3,,,,,,,,,,,,,
0.01,799,,,,,,,,,,,,,,,,,
,799,-104.69926452636719,-103.95951843261719,-739.745361328125,3,,,,,,,,,,,,,
0.01,819,,,,,,,,,,,,,,,,,
,819,-115.51921081542969,-114.8655014038086,-653.7103271484375,3,,,,,,,,,,,,,
,831,,,,3,-3701.444091796875,-3679.62451171875,-21819.861328125,39.485862731933594,,,,,,,,,
0.01,839,,,,,,,,,,,,,,,,,
,839,163.89060974121094,164.57281494140625,-682.1980590820312,4,,,,,,,,,,,,,
0.01,859,,,,,,,,,,,,,,,,,
,859,-142.4687957763672,-141.736328125,-732.4624633789062,4,,,,,,,,,,,,,
0.01,879,,,,,,,,,,,,,,,,,
,879,-74.56295013427734,-73.81178283691406,-751.169921875,4,,,,,,,,,,,,,
0.01,899,,,,,,,,,,,,,,,,,
,899,-185.1260986328125,-184.28549194335938,-840.5999755859375,4,,,,,,,,,,,,,
0.01,919,,,,,,,,,,,,,,,,,
,919,-35.481693267822266,-34.79705047607422,-684.6441650390625,4,,,,,,,,,,,,,
,935,,,,4,-3717.406494140625,-3695.813720703125,-21592.56640625,38.99901580810547,,,,,,,,,
0.01,939,,,,,,,,,,,,,,,,,
,939,20.879863739013672,21.52365493774414,-643.7906494140625,4,,,,,,,,,,,,,
0.01,959,,,,,,,,,,,,,,,,,
,959,-41.561241149902344,-40.81089401245117,-750.347412109375,4,,,,,,,,,,,,,
0.01,979,,,,,,,,,,,,,,,,,
,979,-142.95327758789062,-142.10353088378906,-849.7407836914062,4,,,,,,,,,,,,,
0.01,999,,,,,,,,,,,,,,,,,
,999,-3.3991973400115967,-2.974386215209961,-424.8111572265625,4,,,,,,,,,,,,,
0.01,1019,,,,,,,,,,,,,,,,,
,1019,35.28518295288086,36.05183410644531,-766.65185546875,4,,,,,,,,,,,,,
0.01,1039,,,,,,,,,,,,,,,,,
,1039,-52.11416244506836,-51.656951904296875,-457.2099609375,4,,,,,,,,,,,,,
,1039,,,,4,-3544.07421875,-3524.7744140625,-19300.2890625,39.68196487426758,,,,,,,,,
0.01,1059,,,,,,,,,,,,,,,,,
,1059,2.9467954635620117,3.4483718872070312,-501.57647705078125,5,,,,,,,,,,,,,
0.01,1079,,,,,,,,,,,,,,,,,
,1079,-108.24220275878906,-107.67607116699219,-566.129150390625,5,,,,,,,,,,,,,
0.01,1099,,,,,,,,,,,,,,,,,
,1099,82.70864868164062,83.24937438964844,-540.724365234375,5,,,,,,,,,,,,,
0.01,1119,,,,,,,,,,,,,,,,,
,1119,165.75050354003906,166.30531311035156,-554.8104858398438,5,,,,,,,,,,,,,
0.01,1139,,,,,,,,,,,,,,,,,
,1139,-144.71022033691406,-144.10107421875,-609.1405029296875,5,,,,,,,,,,,,,
,1143,,,,5,-3895.88232421875,-3875.00830078125,-20873.791015625,39.18598937988281,,,,,,,,,
0.01,1159,,,,,,,,,,,,,,,,,
,1159,-22.81634521484375,-22.09646987915039,-719.8753662109375,5,,,,,,,,,,,,,
0.01,1179,,,,,,,,,,,,,,,,,
,1179,-191.89935302734375,-191.10475158691406,-794.5985107421875,5,,,,,,,,,,,,,
0.01,1199,,,,,,,,,,,,,,,,,
,1199,68.91911315917969,69.3988037109375,-479.6908264160156,5,,,,,,,,,,,,,
0.01,1219,,,,,,,,,,,,,,,,,
,1219,13.978111267089844,14.620223999023438,-642.1124267578125,5,,,,,,,,,,,,,
0.01,1239,,,,,,,,,,,,,,,,,
,1239,-160.52284240722656,-159.87408447265625,-648.7589111328125,5,,,,,,,,,,,,,
,1247,,,,5,-3647.752197265625,-3627.243408203125,-20508.763671875,39.63591766357422,,,,,,,,,
0.001,1259,,,,,,,,,,,,,,,,,
,1259,-61.49763870239258,-60.89352035522461,-604.119384765625,6,,,,,,,,,,,,,
0.001,1279,,,,,,,,,,,,,,,,,
,1279,-162.75729370117188,-162.02369689941406,-733.5983276367188,6,,,,,,,,,,,,,
0.001,1299,,,,,,,,,,,,,,,,,
,1299,57.12556076049805,57.69232940673828,-566.7694091796875,6,,,,,,,,,,,,,
0.001,1319,,,,,,,,,,,,,,,,,
,1319,17.859861373901367,18.48724365234375,-627.3824462890625,6,,,,,,,,,,,,,
0.001,1339,,,,,,,,,,,,,,,,,
,1339,-139.51451110839844,-138.7868194580078,-727.69384765625,6,,,,,,,,,,,,,
,1351,,,,6,-4496.74072265625,-4474.38525390625,-22355.611328125,38.87689208984375,,,,,,,,,
0.001,1359,,,,,,,,,,,,,,,,,
,1359,-75.86473083496094,-75.21733093261719,-647.39990234375,6,,,,,,,,,,,,,
0.001,1379,,,,,,,,,,,,,,,,,
,1379,11.484975814819336,12.106029510498047,-621.0537719726562,6,,,,,,,,,,,,,
0.001,1399,,,,,,,,,,,,,,,,,
,1399,-173.9719696044922,-173.2481231689453,-723.846435546875,6,,,,,,,,,,,,,
0.001,1419,,,,,,,,,,,,,,,,,
,1419,-110.3608169555664,-109.51622009277344,-844.5931396484375,6,,,,,,,,,,,,,
0.001,1439,,,,,,,,,,,,,,,,,
,1439,-83.1286849975586,-82.43907165527344,-689.61328125,6,,,,,,,,,,,,,
,1455,,,,6,-4487.69384765625,-4465.16162109375,-22532.41015625,38.72529983520508,,,,,,,,,
0.001,1459,,,,,,,,,,,,,,,,,
,1459,-143.7432403564453,-143.06581115722656,-677.4305419921875,7,,,,,,,,,,,,,
0.001,1479,,,,,,,,,,,,,,,,,
,1479,-197.1914825439453,-196.48080444335938,-710.6715087890625,7,,,,,,,,,,,,,
0.001,1499,,,,,,,,,,,,,,,,,
,1499,-203.13397216796875,-202.35838317871094,-775.5926513671875,7,,,,,,,,,,,,,
0.001,1519,,,,,,,,,,,,,,,,,
,1519,-101.80517578125,-101.21440124511719,-590.774658203125,7,,,,,,,,,,,,,
0.001,1539,,,,,,,,,,,,,,,,,
,1539,-55.86808776855469,-55.002933502197266,-865.1553344726562,7,,,,,,,,,,,,,
0.001,1559,,,,,,,,,,,,,,,,,
,1559,-19.11677360534668,-18.51274299621582,-604.0298461914062,7,,,,,,,,,,,,,
,1559,,,,7,-4561.46484375,-4538.765625,-22699.490234375,38.7886848449707,,,,,,,,,
0.001,1579,,,,,,,,,,,,,,,,,
,1579,88.4111328125,88.93492126464844,-523.7918701171875,7,,,,,,,,,,,,,
0.001,1599,,,,,,,,,,,,,,,,,
,1599,-75.73222351074219,-75.03782653808594,-694.3934326171875,7,,,,,,,,,,,,,
0.001,1619,,,,,,,,,,,,,,,,,
,1619,-187.36769104003906,-186.4778594970703,-889.829345703125,7,,,,,,,,,,,,,
0.001,1639,,,,,,,,,,,,,,,,,
,1639,-87.89453125,-87.2801742553711,-614.3565063476562,7,,,,,,,,,,,,,
0.001,1659,,,,,,,,,,,,,,,,,
,1659,-121.82949829101562,-121.02450561523438,-804.9947509765625,7,,,,,,,,,,,,,
,1663,,,,7,-4493.07177734375,-4470.92138671875,-22150.533203125,38.70491027832031,,,,,,,,,
0.001,1679,,,,,,,,,,,,,,,,,
,1679,92.48954010009766,93.1288833618164,-639.3458251953125,8,,,,,,,,,,,,,
0.001,1699,,,,,,,,,,,,,,,,,
,1699,-105.35118103027344,-104.61453247070312,-736.6512451171875,8,,,,,,,,,,,,,
0.001,1719,,,,,,,,,,,,,,,,,
,1719,-7.260037422180176,-6.694675445556641,-565.3618774414062,8,,,,,,,,,,,,,
0.001,1739,,,,,,,,,,,,,,,,,
,1739,-100.10652160644531,-99.23094177246094,-875.5807495117188,8,,,,,,,,,,,,,
0.001,1759,,,,,,,,,,,,,,,,,
,1759,0.915791928768158,1.6237430572509766,-707.9511108398438,8,,,,,,,,,,,,,
,1767,,,,8,-4526.5693359375,-4504.1982421875,-22370.083984375,38.75712966918945,,,,,,,,,
0.001,1779,,,,,,,,,,,,,,,,,
,1779,121.81196594238281,122.49607849121094,-684.109619140625,8,,,,,,,,,,,,,
0.001,1799,,,,,,,,,,,,,,,,,
,1799,-23.419336318969727,-22.880800247192383,-538.5367431640625,8,,,,,,,,,,,,,
0.001,1819,,,,,,,,,,,,,,,,,
,1819,-118.09866333007812,-117.212646484375,-886.0142211914062,8,,,,,,,,,,,,,
0.001,1839,,,,,,,,,,,,,,,,,
,1839,-166.29531860351562,-165.4756317138672,-819.69091796875,8,,,,,,,,,,,,,
0.001,1859,,,,,,,,,,,,,,,,,
,1859,-163.61253356933594,-162.93348693847656,-679.0489501953125,8,,,,,,,,,,,,,
,1871,,,,8,-4529.94140625,-4507.30615234375,-22635.07421875,38.71484375,,,,,,,,,
0.001,1879,,,,,,,,,,,,,,,,,
,1879,146.55975341796875,147.21560668945312,-655.84716796875,9,,,,,,,,,,,,,
0.001,1899,,,,,,,,,,,,,,,,,
,1899,-161.11141967773438,-160.32931518554688,-782.1021118164062,9,,,,,,,,,,,,,
0.001,1919,,,,,,,,,,,,,,,,,
,1919,-112.32835388183594,-111.62692260742188,-701.4310913085938,9,,,,,,,,,,,,,
0.001,1939,,,,,,,,,,,,,,,,,
,1939,-183.48696899414062,-182.59182739257812,-895.1353759765625,9,,,,,,,,,,,,,
0.001,1959,,,,,,,,,,,,,,,,,
,1959,-40.69997024536133,-39.94255828857422,-757.413330078125,9,,,,,,,,,,,,,
,1975,,,,9,-4597.1982421875,-4574.60791015625,-22590.466796875,38.816627502441406,,,,,,,,,
0.001,1979,,,,,,,,,,,,,,,,,
,1979,15.059494018554688,15.744544982910156,-685.0513916015625,9,,,,,,,,,,,,,
0.001,1999,,,,,,,,,,,,,,,,,
,1999,-104.49237823486328,-103.68799591064453,-804.3839111328125,9,,,,,,,,,,,,,
0.001,2019,,,,,,,,,,,,,,,,,
,2019,-162.3768768310547,-161.4844512939453,-892.4234008789062,9,,,,,,,,,,,,,
0.001,2039,,,,,,,,,,,,,,,,,
,2039,-11.722810745239258,-11.251511573791504,-471.2989501953125,9,,,,,,,,,,,,,
0.001,2059,,,,,,,,,,,,,,,,,
,2059,-32.8060417175293,-32.156158447265625,-649.8831787109375,9,,,,,,,,,,,,,
0.001,2079,,,,,,,,,,,,,,,,,
,2079,-36.164634704589844,-35.649253845214844,-515.3815307617188,9,,,,,,,,,,,,,
,2079,,,,9,-4556.7998046875,-4534.228515625,-22571.70703125,38.68977355957031,,,,,,,,,
0.001,2099,,,,,,,,,,,,,,,,,
,2099,-46.094661712646484,-45.53855895996094,-556.1040649414062,10,,,,,,,,,,,,,
0.001,2119,,,,,,,,,,,,,,,,,
,2119,-132.43447875976562,-131.6638641357422,-770.61767578125,10,,,,,,,,,,,,,
0.001,2139,,,,,,,,,,,,,,,,,
,2139,41.095481872558594,41.61039733886719,-514.9140014648438,10,,,,,,,,,,,,,
0.001,2159,,,,,,,,,,,,,,,,,
,2159,184.244873046875,184.82821655273438,-583.3441772460938,10,,,,,,,,,,,,,
0.001,2179,,,,,,,,,,,,,,,,,
,2179,-147.49790954589844,-146.8482666015625,-649.64306640625,10,,,,,,,,,,,,,
,2183,,,,10,-4574.0751953125,-4551.69677734375,-22377.89453125,38.731624603271484,,,,,,,,,
0.001,2199,,,,,,,,,,,,,,,,,
,2199,-77.66678619384766,-76.94306945800781,-723.7196044921875,10,,,,,,,,,,,,,
0.001,2219,,,,,,,,,,,,,,,,,
,2219,-224.21788024902344,-223.41151428222656,-806.3607177734375,10,,,,,,,,,,,,,
0.001,2239,,,,,,,,,,,,,,,,,
,2239,30.713001251220703,31.17074203491211,-457.7414855957031,10,,,,,,,,,,,,,
0.001,2259,,,,,,,,,,,,,,,,,
,2259,-24.181676864624023,-23.416324615478516,-765.3514404296875,10,,,,,,,,,,,,,
0.001,2279,,,,,,,,,,,,,,,,,
,2279,-199.43125915527344,-198.76498413085938,-666.2803955078125,10,,,,,,,,,,,,,
,2287,,,,10,-4549.25732421875,-4526.822265625,-22435.24609375,38.71125411987305,,,,,,,,,
0.001,2299,,,,,,,,,,,,,,,,,
,2299,-62.92463684082031,-62.318946838378906,-605.6900634765625,11,,,,,,,,,,,,,
0.001,2319,,,,,,,,,,,,,,,,,
,2319,-165.16400146484375,-164.3874053955078,-776.593017578125,11,,,,,,,,,,,,,
0.001,2339,,,,,,,,,,,,,,,,,
,2339,27.861858367919922,28.441377639770508,-579.5196533203125,11,,,,,,,,,,,,,
0.001,2359,,,,,,,,,,,,,,,,,
,2359,-9.483175277709961,-8.868637084960938,-614.5379028320312,11,,,,,,,,,,,,,
0.001,2379,,,,,,,,,,,,,,,,,
,2379,-139.09280395507812,-138.3548583984375,-737.9514770507812,11,,,,,,,,,,,,,
,2391,,,,11,-4607.6015625,-4584.8349609375,-22766.69140625,38.73027801513672,,,,,,,,,
0.001,2399,,,,,,,,,,,,,,,,,
,2399,-52.02267074584961,-51.339317321777344,-683.353759765625,11,,,,,,,,,,,,,
0.001,2419,,,,,,,,,,,,,,,,,
,2419,7.236502170562744,7.868610382080078,-632.1082153320312,11,,,,,,,,,,,,,
0.001,2439,,,,,,,,,,,,,,,,,
,2439,-161.35244750976562,-160.64053344726562,-711.9127197265625,11,,,,,,,,,,,,,
0.001,2459,,,,,,,,,,,,,,,,,
,2459,-139.8036346435547,-138.95187377929688,-851.7651977539062,11,,,,,,,,,,,,,
0.001,2479,,,,,,,,,,,,,,,,,
,2479,-93.09664916992188,-92.41670227050781,-679.94775390625,11,,,,,,,,,,,,,
,2495,,,,11,-4587.81494140625,-4565.103515625,-22711.412109375,38.752750396728516,,,,,,,,,
0.001,2499,,,,,,,,,,,,,,,,,
,2499,-118.08480834960938,-117.41355895996094,-671.2525634765625,12,,,,,,,,,,,,,
0.001,2519,,,,,,,,,,,,,,,,,
,2519,-200.86288452148438,-200.14285278320312,-720.0254516601562,12,,,,,,,,,,,,,
0.001,2539,,,,,,,,,,,,,,,,,
,2539,-215.03347778320312,-214.2200927734375,-813.39208984375,12,,,,,,,,,,,,,
0.001,2559,,,,,,,,,,,,,,,,,
,2559,-98.73009490966797,-98.15278625488281,-577.3067626953125,12,,,,,,,,,,,,,
0.001,2579,,,,,,,,,,,,,,,,,
,2579,-92.08885192871094,-91.18803405761719,-900.817626953125,12,,,,,,,,,,,,,
0.001,2599,,,,,,,,,,,,,,,,,
,2599,-38.82273864746094,-38.2346305847168,-588.108642578125,12,,,,,,,,,,,,,
,2599,,,,12,-4651.201171875,-4628.42529296875,-22776.03125,38.84149932861328,,,,,,,,,
0.001,2619,,,,,,,,,,,,,,,,,
,2619,77.51750946044922,78.0102767944336,-492.76556396484375,12,,,,,,,,,,,,,
0.001,2639,,,,,,,,,,,,,,,,,
,2639,-98.6262435913086,-97.93659973144531,-689.645263671875,12,,,,,,,,,,,,,
0.001,2659,,,,,,,,,,,,,,,,,
,2659,-147.32203674316406,-146.41781616210938,-904.2243041992188,12,,,,,,,,,,,,,
0.001,2679,,,,,,,,,,,,,,,,,
,2679,-73.69639587402344,-73.09611511230469,-600.27978515625,12,,,,,,,,,,,,,
0.001,2699,,,,,,,,,,,,,,,,,
,2699,-93.84793090820312,-93.01535034179688,-832.5772705078125,12,,,,,,,,,,,,,
,2703,,,,12,-4594.61474609375,-4571.978515625,-22636.4375,38.69599533081055,,,,,,,,,
0.001,2719,,,,,,,,,,,,,,,,,
,2719,92.41791534423828,93.03621673583984,-618.3021850585938,13,,,,,,,,,,,,,
0.001,2739,,,,,,,,,,,,,,,,,
,2739,-131.38783264160156,-130.6038360595703,-783.99609375,13,,,,,,,,,,,,,
0.001,2759,,,,,,,,,,,,,,,,,
,2759,-35.55775451660156,-34.980804443359375,-576.9482421875,13,,,,,,,,,,,,,
0.001,2779,,,,,,,,,,,,,,,,,
,2779,-94.34764099121094,-93.45529174804688,-892.3524169921875,13,,,,,,,,,,,,,
0.001,2799,,,,,,,,,,,,,,,,,
,2799,-47.23457717895508,-46.553985595703125,-680.591064453125,13,,,,,,,,,,,,,
,2807,,,,13,-4625.75830078125,-4603.41357421875,-22344.8203125,38.81291961669922,,,,,,,,,
0.001,2819,,,,,,,,,,,,,,,,,
,2819,139.90296936035156,140.60003662109375,-697.0651245117188,13,,,,,,,,,,,,,
0.001,2839,,,,,,,,,,,,,,,,,
,2839,-32.682071685791016,-32.12285614013672,-559.2158203125,13,,,,,,,,,,,,,
0.001,2859,,,,,,,,,,,,,,,,,
,2859,-142.16680908203125,-141.26470947265625,-902.10498046875,13,,,,,,,,,,,,,
0.001,2879,,,,,,,,,,,,,,,,,
,2879,-192.0459747314453,-191.1976776123047,-848.2982788085938,13,,,,,,,,,,,,,
0.001,2899,,,,,,,,,,,,,,,,,
,2899,-139.83456420898438,-139.12957763671875,-704.9862060546875,13,,,,,,,,,,,,,
,2911,,,,13,-4556.0908203125,-4533.24609375,-22844.6875,38.66977310180664,,,,,,,,,
0.001,2919,,,,,,,,,,,,,,,,,
,2919,114.96466827392578,115.66072082519531,-696.05517578125,14,,,,,,,,,,,,,
0.001,2939,,,,,,,,,,,,,,,,,
,2939,-165.15101623535156,-164.38760375976562,-763.4119873046875,14,,,,,,,,,,,,,
0.001,2959,,,,,,,,,,,,,,,,,
,2959,-172.65274047851562,-171.91043090820312,-742.309326171875,14,,,,,,,,,,,,,
0.001,2979,,,,,,,,,,,,,,,,,
,2979,-198.75393676757812,-197.85169982910156,-902.2431640625,14,,,,,,,,,,,,,
0.001,2999,,,,,,,,,,,,,,,,,
,2999,-44.72112274169922,-43.94392013549805,-777.2044677734375,14,,,,,,,,,,,,,
,3015,,,,14,-4662.91845703125,-4640.1220703125,-22795.8125,38.70060348510742,,,,,,,,,
0.001,3019,,,,,,,,,,,,,,,,,
,3019,16.096473693847656,16.78888511657715,-692.4118041992188,14,,,,,,,,,,,,,
0.001,3039,,,,,,,,,,,,,,,,,
,3039,-113.20317077636719,-112.42481231689453,-778.3568725585938,14,,,,,,,,,,,,,
0.001,3059,,,,,,,,,,,,,,,,,
,3059,-154.13966369628906,-153.23294067382812,-906.7295532226562,14,,,,,,,,,,,,,
0.001,3079,,,,,,,,,,,,,,,,,
,3079,-20.59932518005371,-20.12946891784668,-469.8558349609375,14,,,,,,,,,,,,,
0.001,3099,,,,,,,,,,,,,,,,,
,3099,-33.873069763183594,-33.2061882019043,-666.8807373046875,14,,,,,,,,,,,,,
0.001,3119,,,,,,,,,,,,,,,,,
,3119,-59.036102294921875,-58.500999450683594,-535.104736328125,14,,,,,,,,,,,,,
,3119,,,,14,-4604.46142578125,-4581.73876953125,-22722.5234375,38.725982666015625,,,,,,,,,
0.001,3139,,,,,,,,,,,,,,,,,
,3139,-57.05643844604492,-56.482120513916016,-574.316162109375,15,,,,,,,,,,,,,
0.001,3159,,,,,,,,,,,,,,,,,
,3159,-165.20054626464844,-164.45326232910156,-747.2818603515625,15,,,,,,,,,,,,,
0.001,3179,,,,,,,,,,,,,,,,,
,3179,21.728286743164062,22.29742431640625,-569.1371459960938,15,,,,,,,,,,,,,
0.001,3199,,,,,,,,,,,,,,,,,
,3199,152.66717529296875,153.2484130859375,-581.2377319335938,15,,,,,,,,,,,,,
0.001,3219,,,,,,,,,,,,,,,,,
,3219,-165.47650146484375,-164.83445739746094,-642.0380859375,15,,,,,,,,,,,,,
,3223,,,,15,-4599.17138671875,-4576.63671875,-22534.67578125,38.69087600708008,,,,,,,,,
0.001,3239,,,,,,,,,,,,,,,,,
,3239,-82.92376708984375,-82.20783996582031,-715.9268188476562,15,,,,,,,,,,,,,
0.001,3259,,,,,,,,,,,,,,,,,
,3259,-257.9471435546875,-257.09552001953125,-851.6255493164062,15,,,,,,,,,,,,,
0.001,3279,,,,,,,,,,,,,,,,,
,3279,73.60443878173828,74.07414245605469,-469.70294189453125,15,,,,,,,,,,,,,
0.001,3299,,,,,,,,,,,,,,,,,
,3299,-24.06057357788086,-23.279958724975586,-780.6148681640625,15,,,,,,,,,,,,,
0.001,3319,,,,,,,,,,,,,,,,,
,3319,-184.7377166748047,-184.10923767089844,-628.4852905273438,15,,,,,,,,,,,,,
,3327,,,,15,-4609.18115234375,-4586.44921875,-22731.41015625,38.64645767211914,,,,,,,,,
0.001,3339,,,,,,,,,,,,,,,,,
,3339,-59.64212417602539,-59.01540756225586,-626.7171630859375,16,,,,,,,,,,,,,
0.001,3359,,,,,,,,,,,,,,,,,
,3359,-189.90611267089844,-189.13116455078125,-774.9525146484375,16,,,,,,,,,,,,,
0.001,3379,,,,,,,,,,,,,,,,,
,3379,47.3886604309082,47.95501708984375,-566.3569946289062,16,,,,,,,,,,,,,
0.001,3399,,,,,,,,,,,,,,,,,
,3399,-15.0053129196167,-14.387224197387695,-618.0883178710938,16,,,,,,,,,,,,,
0.001,3419,,,,,,,,,,,,,,,,,
,3419,-160.48419189453125,-159.78579711914062,-698.393798828125,16,,,,,,,,,,,,,
,3431,,,,16,-4639.56884765625,-4616.99609375,-22572.486328125,38.70528793334961,,,,,,,,,
0.001,3439,,,,,,,,,,,,,,,,,
,3439,-76.33432006835938,-75.6523208618164,-681.9981689453125,16,,,,,,,,,,,,,
0.001,3459,,,,,,,,,,,,,,,,,
,3459,1.9629651308059692,2.6191978454589844,-656.232666015625,16,,,,,,,,,,,,,
0.001,3479,,,,,,,,,,,,,,,,,
,3479,-171.43946838378906,-170.7317352294922,-707.7330322265625,16,,,,,,,,,,,,,
0.001,3499,,,,,,,,,,,,,,,,,
,3499,-167.81118774414062,-166.9244384765625,-886.7486572265625,16,,,,,,,,,,,,,
0.001,3519,,,,,,,,,,,,,,,,,
,3519,-100.84619903564453,-100.15516662597656,-691.0286254882812,16,,,,,,,,,,,,,
,3535,,,,16,-4612.1298828125,-4589.38623046875,-22744.01953125,38.68813705444336,,,,,,,,,
